lakeid,lakename,year4,daynum,sampledate,depth,depth_id,tpc,tpn,DIC_mg,DIC_uM,air_pco2,water_pco2,doc,absorbance
R,Peter Lake,2009,215,8/3/09,4.8,5,NA,NA,2.987359102,248.9465918,NA,NA,NA,NA
R,Peter Lake,2009,215,8/3/09,7.3,6,NA,NA,5.011863795,417.6553162,NA,NA,NA,NA
R,Peter Lake,2009,215,8/3/09,Hypolimnion,7,NA,NA,9.626266367,802.1888639,NA,NA,6.66,0.261
L,Paul Lake,2009,216,8/4/09,Metalimnion,-2,NA,NA,NA,NA,NA,NA,4.4,0.054
L,Paul Lake,2009,216,8/4/09,PML,-1,NA,NA,NA,NA,NA,NA,4.81,0.054
L,Paul Lake,2009,216,8/4/09,0,1,NA,NA,1.367407544,113.9506287,353.2076468,884.3076191,NA,NA
L,Paul Lake,2009,216,8/4/09,0.8,2,NA,NA,1.343406171,111.9505143,NA,NA,NA,NA
L,Paul Lake,2009,216,8/4/09,1.7,3,NA,NA,1.327696817,110.6414014,NA,NA,NA,NA
L,Paul Lake,2009,216,8/4/09,2.9,4,NA,NA,1.377146926,114.7622438,NA,NA,NA,NA
L,Paul Lake,2009,216,8/4/09,3.8,5,NA,NA,1.549126502,129.0938751,NA,NA,NA,NA
L,Paul Lake,2009,216,8/4/09,5.8,6,NA,NA,3.416047089,284.6705907,NA,NA,NA,NA
L,Paul Lake,2009,216,8/4/09,Hypolimnion,7,NA,NA,9.660869545,805.0724621,NA,NA,5.84,0.36
R,Peter Lake,2009,222,8/10/09,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.83,0.055
R,Peter Lake,2009,222,8/10/09,PML,-1,NA,NA,NA,NA,NA,NA,6.08,0.048
R,Peter Lake,2009,222,8/10/09,0,1,NA,NA,1.451664488,120.9720407,359.2009759,562.7977451,NA,NA
R,Peter Lake,2009,222,8/10/09,0.85,2,NA,NA,1.560833417,130.0694514,NA,NA,NA,NA
R,Peter Lake,2009,222,8/10/09,1.8,3,NA,NA,1.533014703,127.7512253,NA,NA,NA,NA
R,Peter Lake,2009,222,8/10/09,3.3,4,NA,NA,1.50401008,125.3341734,NA,NA,NA,NA
R,Peter Lake,2009,222,8/10/09,4.3,5,NA,NA,2.164295964,180.357997,NA,NA,NA,NA
R,Peter Lake,2009,222,8/10/09,6.6,6,NA,NA,4.487022897,373.9185748,NA,NA,NA,NA
R,Peter Lake,2009,222,8/10/09,Hypolimnion,7,NA,NA,9.995960597,832.9967164,NA,NA,6.67,0.287
L,Paul Lake,2009,223,8/11/09,Metalimnion,-2,NA,NA,NA,NA,NA,NA,4.53,0.058
L,Paul Lake,2009,223,8/11/09,PML,-1,NA,NA,NA,NA,NA,NA,5.2,0.054
L,Paul Lake,2009,223,8/11/09,0,1,NA,NA,1.334082447,111.1735373,354.7977441,897.6916539,NA,NA
L,Paul Lake,2009,223,8/11/09,0.85,2,NA,NA,1.312930498,109.4108748,NA,NA,NA,NA
L,Paul Lake,2009,223,8/11/09,1.8,3,NA,NA,1.30066541,108.3887841,NA,NA,NA,NA
L,Paul Lake,2009,223,8/11/09,2.9,4,NA,NA,1.490554131,124.2128443,NA,NA,NA,NA
L,Paul Lake,2009,223,8/11/09,3.9,5,NA,NA,1.580142224,131.6785186,NA,NA,NA,NA
L,Paul Lake,2009,223,8/11/09,6.1,6,NA,NA,3.322627029,276.8855858,NA,NA,NA,NA
L,Paul Lake,2009,223,8/11/09,Hypolimnion,7,NA,NA,10.19845213,849.8710105,NA,NA,7.79,0.46
R,Peter Lake,2009,229,8/17/09,Metalimnion,-2,NA,NA,NA,NA,NA,NA,6.26,0.049
R,Peter Lake,2009,229,8/17/09,PML,-1,NA,NA,NA,NA,NA,NA,6.37,0.047
R,Peter Lake,2009,229,8/17/09,0,1,NA,NA,1.590323059,132.5269215,363.6096898,667.1103766,NA,NA
R,Peter Lake,2009,229,8/17/09,0.95,2,NA,NA,1.520834974,126.7362479,NA,NA,NA,NA
R,Peter Lake,2009,229,8/17/09,2,3,NA,NA,1.552077123,129.3397602,NA,NA,NA,NA
R,Peter Lake,2009,229,8/17/09,3.5,4,NA,NA,1.851239395,154.2699496,NA,NA,NA,NA
R,Peter Lake,2009,229,8/17/09,4.5,5,NA,NA,3.203815639,266.9846366,NA,NA,NA,NA
R,Peter Lake,2009,229,8/17/09,6.6,6,NA,NA,4.606153032,383.846086,NA,NA,NA,NA
R,Peter Lake,2009,229,8/17/09,Hypolimnion,7,NA,NA,10.41228609,867.6905073,NA,NA,6.83,0.328
L,Paul Lake,2009,230,8/18/09,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.05,0.061
L,Paul Lake,2009,230,8/18/09,PML,-1,NA,NA,NA,NA,NA,NA,5.41,0.055
L,Paul Lake,2009,230,8/18/09,0,1,NA,NA,1.355454793,112.9545661,348.5693148,1054.257424,NA,NA
L,Paul Lake,2009,230,8/18/09,0.7,2,NA,NA,1.282886201,106.9071834,NA,NA,NA,NA
L,Paul Lake,2009,230,8/18/09,1.5,3,NA,NA,1.202827843,100.2356536,NA,NA,NA,NA
L,Paul Lake,2009,230,8/18/09,2.8,4,NA,NA,1.558255476,129.854623,NA,NA,NA,NA
L,Paul Lake,2009,230,8/18/09,3.7,5,NA,NA,2.174622642,181.2185535,NA,NA,NA,NA
L,Paul Lake,2009,230,8/18/09,5.8,6,NA,NA,3.580981078,298.4150898,NA,NA,NA,NA
L,Paul Lake,2009,230,8/18/09,Hypolimnion,7,NA,NA,11.84214982,986.8458185,NA,NA,7.19,0.673
R,Peter Lake,2009,236,8/24/09,Metalimnion,-2,NA,NA,NA,NA,NA,NA,6.55,0.053
R,Peter Lake,2009,236,8/24/09,PML,-1,NA,NA,NA,NA,NA,NA,6.8,0.049
R,Peter Lake,2009,236,8/24/09,0,1,NA,NA,1.328623612,110.7186343,346.4053953,511.5969119,NA,NA
R,Peter Lake,2009,236,8/24/09,0.75,2,NA,NA,1.352866147,112.7388456,NA,NA,NA,NA
R,Peter Lake,2009,236,8/24/09,1.6,3,NA,NA,1.284063507,107.0052923,NA,NA,NA,NA
R,Peter Lake,2009,236,8/24/09,3,4,NA,NA,1.375405117,114.6170931,NA,NA,NA,NA
R,Peter Lake,2009,236,8/24/09,4,5,NA,NA,1.960706449,163.392204,NA,NA,NA,NA
R,Peter Lake,2009,236,8/24/09,6.2,6,NA,NA,4.61094935,384.2457792,NA,NA,NA,NA
R,Peter Lake,2009,236,8/24/09,Hypolimnion,7,NA,NA,8.915538852,742.961571,NA,NA,7.21,0.267
L,Paul Lake,2009,238,8/26/09,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.43,0.061
L,Paul Lake,2009,238,8/26/09,PML,-1,NA,NA,NA,NA,NA,NA,5.46,0.057
L,Paul Lake,2009,238,8/26/09,0,1,NA,NA,1.456873261,121.4061051,358.5736556,1012.887401,NA,NA
L,Paul Lake,2009,238,8/26/09,0.8,2,NA,NA,1.389147092,115.7622577,NA,NA,NA,NA
L,Paul Lake,2009,238,8/26/09,1.6,3,NA,NA,1.290874169,107.5728474,NA,NA,NA,NA
L,Paul Lake,2009,238,8/26/09,2.8,4,NA,NA,1.389586274,115.7988562,NA,NA,NA,NA
L,Paul Lake,2009,238,8/26/09,3.7,5,NA,NA,1.559113083,129.9260902,NA,NA,NA,NA
L,Paul Lake,2009,238,8/26/09,5.8,6,NA,NA,2.789685433,232.4737861,NA,NA,NA,NA
L,Paul Lake,2009,238,8/26/09,Hypolimnion,7,NA,NA,9.844676895,820.3897412,NA,NA,6.8,0.516
R,Peter Lake,2010,137,5/17/10,Metalimnion,-2,NA,NA,NA,NA,NA,NA,8,0.051
R,Peter Lake,2010,137,5/17/10,PML,-1,NA,NA,NA,NA,NA,NA,8.38,0.047
R,Peter Lake,2010,137,5/17/10,0,1,NA,NA,1.704093879,142.0078232,383.8288298,680.5002137,NA,NA
R,Peter Lake,2010,137,5/17/10,1,2,NA,NA,1.717699479,143.1416232,NA,NA,NA,NA
R,Peter Lake,2010,137,5/17/10,1.9,3,NA,NA,1.601011585,133.4176321,NA,NA,NA,NA
R,Peter Lake,2010,137,5/17/10,3.3,4,NA,NA,1.578653553,131.5544627,NA,NA,NA,NA
R,Peter Lake,2010,137,5/17/10,4.2,5,NA,NA,1.641758864,136.8132387,NA,NA,NA,NA
R,Peter Lake,2010,137,5/17/10,5.9,6,NA,NA,3.006288153,250.5240128,NA,NA,NA,NA
R,Peter Lake,2010,137,5/17/10,Hypolimnion,7,NA,NA,6.68363941,556.9699508,NA,NA,8.46,0.133
L,Paul Lake,2010,138,5/18/10,Metalimnion,-2,0.5,0.07,NA,NA,NA,NA,6.62,0.048
L,Paul Lake,2010,138,5/18/10,PML,-1,0.67,0.08,NA,NA,NA,NA,7.6,0.051
L,Paul Lake,2010,138,5/18/10,0,1,NA,NA,1.215996866,101.3330722,378.1323314,367.5971326,NA,NA
L,Paul Lake,2010,138,5/18/10,0.85,2,NA,NA,1.252392302,104.3660251,NA,NA,NA,NA
L,Paul Lake,2010,138,5/18/10,1.7,3,NA,NA,1.144819739,95.40164492,NA,NA,NA,NA
L,Paul Lake,2010,138,5/18/10,2.9,4,NA,NA,1.170591633,97.54930271,NA,NA,NA,NA
L,Paul Lake,2010,138,5/18/10,4,5,NA,NA,1.526011343,127.1676119,NA,NA,NA,NA
L,Paul Lake,2010,138,5/18/10,6.1,6,NA,NA,4.884413669,407.0344724,NA,NA,NA,NA
L,Paul Lake,2010,138,5/18/10,Hypolimnion,7,2.19,0.31,7.245864882,603.8220735,NA,NA,6,0.263
Ward,Ward Lake,2010,139,5/19/10,Metalimnion,-2,0.93,0.15,NA,NA,NA,NA,7.44,0.064
Ward,Ward Lake,2010,139,5/19/10,PML,-1,0.78,0.12,NA,NA,NA,NA,7.99,0.065
Ward,Ward Lake,2010,139,5/19/10,0,1,NA,NA,19.74018381,1645.015318,324.7488114,455.8056696,NA,NA
Ward,Ward Lake,2010,139,5/19/10,0.75,2,NA,NA,20.5022479,1708.520659,NA,NA,NA,NA
Ward,Ward Lake,2010,139,5/19/10,1.5,3,NA,NA,21.05674953,1754.729127,NA,NA,NA,NA
Ward,Ward Lake,2010,139,5/19/10,2.9,4,NA,NA,21.01189875,1750.991563,NA,NA,NA,NA
Ward,Ward Lake,2010,139,5/19/10,3.6,5,NA,NA,22.5982639,1883.188658,NA,NA,NA,NA
Ward,Ward Lake,2010,139,5/19/10,4.4,6,NA,NA,26.88480826,2240.400688,NA,NA,NA,NA
Ward,Ward Lake,2010,139,5/19/10,Hypolimnion,7,4.25,0.71,30.62505415,2552.087846,NA,NA,6.29,0.223
R,Peter Lake,2010,144,5/24/10,Metalimnion,-2,NA,NA,NA,NA,NA,NA,6.59,0.053
R,Peter Lake,2010,144,5/24/10,PML,-1,NA,NA,NA,NA,NA,NA,6.03,0.052
R,Peter Lake,2010,144,5/24/10,0,1,NA,NA,1.700235004,141.6862503,398.0584242,973.4027556,NA,NA
R,Peter Lake,2010,144,5/24/10,0.95,2,NA,NA,1.745622599,145.4685499,NA,NA,NA,NA
R,Peter Lake,2010,144,5/24/10,2,3,NA,NA,1.630610696,135.8842247,NA,NA,NA,NA
R,Peter Lake,2010,144,5/24/10,3.5,4,NA,NA,1.548881051,129.0734209,NA,NA,NA,NA
R,Peter Lake,2010,144,5/24/10,4.4,5,NA,NA,1.691278697,140.9398914,NA,NA,NA,NA
R,Peter Lake,2010,144,5/24/10,6,6,NA,NA,4.85756025,404.7966875,NA,NA,NA,NA
R,Peter Lake,2010,144,5/24/10,Hypolimnion,7,NA,NA,8.050400626,670.8667188,NA,NA,6.92,0.236
L,Paul Lake,2010,145,5/25/10,Metalimnion,-2,11.86,1.49,NA,NA,NA,NA,4.03,0.058
L,Paul Lake,2010,145,5/25/10,PML,-1,0.52,0.07,NA,NA,NA,NA,4.53,0.061
L,Paul Lake,2010,145,5/25/10,0,1,NA,NA,1.287891305,107.3242754,394.8067152,1090.281502,NA,NA
L,Paul Lake,2010,145,5/25/10,0.85,2,NA,NA,1.259437761,104.9531467,NA,NA,NA,NA
L,Paul Lake,2010,145,5/25/10,1.6,3,NA,NA,1.208405762,100.7004802,NA,NA,NA,NA
L,Paul Lake,2010,145,5/25/10,2.9,4,NA,NA,1.117364604,93.11371701,NA,NA,NA,NA
L,Paul Lake,2010,145,5/25/10,3.8,5,NA,NA,1.182408624,98.53405203,NA,NA,NA,NA
L,Paul Lake,2010,145,5/25/10,5.7,6,NA,NA,4.074041605,339.5034671,NA,NA,NA,NA
L,Paul Lake,2010,145,5/25/10,Hypolimnion,7,2.15,0.3,6.707141097,558.9284248,NA,NA,5.74,0.206
Ward,Ward Lake,2010,146,5/26/10,Metalimnion,-2,0.61,0.09,NA,NA,NA,NA,7.3,0.069
Ward,Ward Lake,2010,146,5/26/10,PML,-1,0.71,0.11,NA,NA,NA,NA,7.05,0.067
Ward,Ward Lake,2010,146,5/26/10,0,1,NA,NA,25.75288543,2146.073786,380.3590788,636.4534197,NA,NA
Ward,Ward Lake,2010,146,5/26/10,0.8,2,NA,NA,25.02752077,2085.626731,NA,NA,NA,NA
Ward,Ward Lake,2010,146,5/26/10,1.4,3,NA,NA,24.66552245,2055.460204,NA,NA,NA,NA
Ward,Ward Lake,2010,146,5/26/10,2.8,4,NA,NA,24.92445955,2077.038296,NA,NA,NA,NA
Ward,Ward Lake,2010,146,5/26/10,3.7,5,NA,NA,30.73856579,2561.547149,NA,NA,NA,NA
Ward,Ward Lake,2010,146,5/26/10,4.5,6,NA,NA,39.02832983,3252.360819,NA,NA,NA,NA
Ward,Ward Lake,2010,146,5/26/10,Hypolimnion,7,4.05,0.73,40.7195978,3393.299816,NA,NA,6.65,0.45
R,Peter Lake,2010,151,5/31/10,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.63,0.051
R,Peter Lake,2010,151,5/31/10,PML,-1,NA,NA,NA,NA,NA,NA,5.39,0.04
R,Peter Lake,2010,151,5/31/10,0,1,NA,NA,1.668628318,139.0523598,367.081745,782.869073,NA,NA
R,Peter Lake,2010,151,5/31/10,1,2,NA,NA,1.639033818,136.5861515,NA,NA,NA,NA
R,Peter Lake,2010,151,5/31/10,2.2,3,NA,NA,1.59229844,132.6915367,NA,NA,NA,NA
R,Peter Lake,2010,151,5/31/10,3.7,4,NA,NA,1.666625924,138.8854937,NA,NA,NA,NA
R,Peter Lake,2010,151,5/31/10,4.8,5,NA,NA,2.987915696,248.9929746,NA,NA,NA,NA
R,Peter Lake,2010,151,5/31/10,6.6,6,NA,NA,4.811555153,400.9629294,NA,NA,NA,NA
R,Peter Lake,2010,151,5/31/10,Hypolimnion,7,NA,NA,7.456107864,621.342322,NA,NA,5.77,0.159
L,Paul Lake,2010,152,6/1/10,Metalimnion,-2,0.73,0.07,NA,NA,NA,NA,4.76,0.052
L,Paul Lake,2010,152,6/1/10,PML,-1,0.42,0.05,NA,NA,NA,NA,4.37,0.05
L,Paul Lake,2010,152,6/1/10,0,1,NA,NA,1.367894945,113.9912454,373.1406046,914.5386419,NA,NA
L,Paul Lake,2010,152,6/1/10,0.75,2,NA,NA,1.315796782,109.6497318,NA,NA,NA,NA
L,Paul Lake,2010,152,6/1/10,1.5,3,NA,NA,1.27696659,106.4138825,NA,NA,NA,NA
L,Paul Lake,2010,152,6/1/10,2.7,4,NA,NA,1.12467851,93.72320918,NA,NA,NA,NA
L,Paul Lake,2010,152,6/1/10,3.6,5,NA,NA,1.176619309,98.05160906,NA,NA,NA,NA
L,Paul Lake,2010,152,6/1/10,5.3,6,NA,NA,2.750754985,229.2295821,NA,NA,NA,NA
L,Paul Lake,2010,152,6/1/10,Hypolimnion,7,1.81,0.27,7.997707182,666.4755985,NA,NA,4.98,0.269
Ward,Ward Lake,2010,153,6/2/10,Metalimnion,-2,3.96,0.6,NA,NA,NA,NA,5.72,0.051
Ward,Ward Lake,2010,153,6/2/10,PML,-1,0.72,0.12,NA,NA,NA,NA,7.29,0.053
Ward,Ward Lake,2010,153,6/2/10,0,1,NA,NA,24.00777041,2000.647535,375.1879321,508.0591083,NA,NA
Ward,Ward Lake,2010,153,6/2/10,0.7,2,NA,NA,24.39197302,2032.664418,NA,NA,NA,NA
Ward,Ward Lake,2010,153,6/2/10,1.4,3,NA,NA,24.46442706,2038.702255,NA,NA,NA,NA
Ward,Ward Lake,2010,153,6/2/10,2.7,4,NA,NA,24.28174556,2023.478797,NA,NA,NA,NA
Ward,Ward Lake,2010,153,6/2/10,3.7,5,NA,NA,26.93366707,2244.472256,NA,NA,NA,NA
Ward,Ward Lake,2010,153,6/2/10,4.6,6,NA,NA,36.15373591,3012.811326,NA,NA,NA,NA
Ward,Ward Lake,2010,153,6/2/10,Hypolimnion,7,3.61,0.58,36.25483564,3021.236303,NA,NA,6.12,0.243
R,Peter Lake,2010,158,6/7/10,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.38,0.033
R,Peter Lake,2010,158,6/7/10,PML,-1,NA,NA,NA,NA,NA,NA,5.74,0.026
R,Peter Lake,2010,158,6/7/10,0,1,NA,NA,1.600275584,133.3562987,369.5614829,470.5699373,NA,NA
R,Peter Lake,2010,158,6/7/10,0.85,2,NA,NA,1.632982093,136.0818411,NA,NA,NA,NA
R,Peter Lake,2010,158,6/7/10,1.8,3,NA,NA,1.631217995,135.9348329,NA,NA,NA,NA
R,Peter Lake,2010,158,6/7/10,3.2,4,NA,NA,1.564291252,130.3576044,NA,NA,NA,NA
R,Peter Lake,2010,158,6/7/10,4.2,5,NA,NA,1.710629182,142.5524318,NA,NA,NA,NA
R,Peter Lake,2010,158,6/7/10,6.7,6,NA,NA,4.894089133,407.8407611,NA,NA,NA,NA
R,Peter Lake,2010,158,6/7/10,Hypolimnion,7,NA,NA,8.519370172,709.9475144,NA,NA,6.28,0.098
L,Paul Lake,2010,159,6/8/10,Metalimnion,-2,0.83,0.09,NA,NA,NA,NA,4.18,0.027
L,Paul Lake,2010,159,6/8/10,PML,-1,0.65,0.07,NA,NA,NA,NA,5.01,0.038
L,Paul Lake,2010,159,6/8/10,0,1,NA,NA,1.193001288,99.41677399,371.4048162,526.2703396,NA,NA
L,Paul Lake,2010,159,6/8/10,0.7,2,NA,NA,1.217575074,101.4645895,NA,NA,NA,NA
L,Paul Lake,2010,159,6/8/10,1.3,3,NA,NA,1.189945322,99.16211017,NA,NA,NA,NA
L,Paul Lake,2010,159,6/8/10,2.4,4,NA,NA,1.234066715,102.8388929,NA,NA,NA,NA
L,Paul Lake,2010,159,6/8/10,3.4,5,NA,NA,1.1727586,97.72988335,NA,NA,NA,NA
L,Paul Lake,2010,159,6/8/10,5.5,6,NA,NA,4.346348448,362.195704,NA,NA,NA,NA
L,Paul Lake,2010,159,6/8/10,Hypolimnion,7,1.76,0.29,7.980386765,665.0322304,NA,NA,4.9,0.139
Ward,Ward Lake,2010,160,6/9/10,Metalimnion,-2,6.11,0.99,NA,NA,NA,NA,5.23,0.033
Ward,Ward Lake,2010,160,6/9/10,PML,-1,0.66,0.11,NA,NA,NA,NA,7.05,0.034
Ward,Ward Lake,2010,160,6/9/10,0,1,NA,NA,23.36161783,1946.801486,360.2467987,579.8033345,NA,NA
Ward,Ward Lake,2010,160,6/9/10,0.75,2,NA,NA,23.82591799,1985.493165,NA,NA,NA,NA
Ward,Ward Lake,2010,160,6/9/10,1.3,3,NA,NA,23.16720001,1930.600001,NA,NA,NA,NA
Ward,Ward Lake,2010,160,6/9/10,2.9,4,NA,NA,24.11743528,2009.786273,NA,NA,NA,NA
Ward,Ward Lake,2010,160,6/9/10,3.6,5,NA,NA,27.45306697,2287.755581,NA,NA,NA,NA
Ward,Ward Lake,2010,160,6/9/10,4.5,6,NA,NA,34.69691903,2891.409919,NA,NA,NA,NA
Ward,Ward Lake,2010,160,6/9/10,Hypolimnion,7,4.7,0.73,37.84786587,3153.988823,NA,NA,6.22,0.143
R,Peter Lake,2010,165,6/14/10,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.32,0.06
R,Peter Lake,2010,165,6/14/10,PML,-1,NA,NA,NA,NA,NA,NA,5.53,0.058
R,Peter Lake,2010,165,6/14/10,0,1,NA,NA,1.366860706,113.9050589,368.5249279,258.1231362,NA,NA
R,Peter Lake,2010,165,6/14/10,0.65,2,NA,NA,1.422585138,118.5487615,NA,NA,NA,NA
R,Peter Lake,2010,165,6/14/10,1.5,3,NA,NA,1.397031222,116.4192685,NA,NA,NA,NA
R,Peter Lake,2010,165,6/14/10,3.1,4,NA,NA,1.41593493,117.9945775,NA,NA,NA,NA
R,Peter Lake,2010,165,6/14/10,4.2,5,NA,NA,1.589615617,132.467968,NA,NA,NA,NA
R,Peter Lake,2010,165,6/14/10,7,6,NA,NA,3.797937043,316.4947536,NA,NA,NA,NA
R,Peter Lake,2010,165,6/14/10,Hypolimnion,7,NA,NA,8.602881737,716.9068114,NA,NA,6.02,0.28
L,Paul Lake,2010,166,6/15/10,Metalimnion,-2,0.67,0.08,NA,NA,NA,NA,4.15,0.057
L,Paul Lake,2010,166,6/15/10,PML,-1,0.7,0.08,NA,NA,NA,NA,4.41,0.062
L,Paul Lake,2010,166,6/15/10,0,1,NA,NA,1.149330759,95.77756328,368.6569618,505.2794165,NA,NA
L,Paul Lake,2010,166,6/15/10,0.55,2,NA,NA,1.179696931,98.3080776,NA,NA,NA,NA
L,Paul Lake,2010,166,6/15/10,1.1,3,NA,NA,1.162834779,96.90289822,NA,NA,NA,NA
L,Paul Lake,2010,166,6/15/10,2.3,4,NA,NA,1.300298251,108.3581876,NA,NA,NA,NA
L,Paul Lake,2010,166,6/15/10,3.4,5,NA,NA,1.283197601,106.9331334,NA,NA,NA,NA
L,Paul Lake,2010,166,6/15/10,5.8,6,NA,NA,3.328949691,277.4124742,NA,NA,NA,NA
L,Paul Lake,2010,166,6/15/10,Hypolimnion,7,1.68,0.3,6.781153317,565.0961097,NA,NA,4.59,0.258
Ward,Ward Lake,2010,167,6/16/10,Metalimnion,-2,3,0.47,NA,NA,NA,NA,5.79,0.07
Ward,Ward Lake,2010,167,6/16/10,PML,-1,0.78,0.15,NA,NA,NA,NA,7.32,0.088
Ward,Ward Lake,2010,167,6/16/10,0,1,NA,NA,21.62731577,1802.276314,349.560593,925.9777012,NA,NA
Ward,Ward Lake,2010,167,6/16/10,0.45,2,NA,NA,22.73000964,1894.16747,NA,NA,NA,NA
Ward,Ward Lake,2010,167,6/16/10,0.95,3,NA,NA,22.7526459,1896.053825,NA,NA,NA,NA
Ward,Ward Lake,2010,167,6/16/10,2.1,4,NA,NA,23.24480861,1937.067384,NA,NA,NA,NA
Ward,Ward Lake,2010,167,6/16/10,3.1,5,NA,NA,26.27699382,2189.749485,NA,NA,NA,NA
Ward,Ward Lake,2010,167,6/16/10,4.2,6,NA,NA,33.38619234,2782.182695,NA,NA,NA,NA
Ward,Ward Lake,2010,167,6/16/10,Hypolimnion,7,4.91,0.76,40.56191246,3380.159371,NA,NA,5.96,0.531
R,Peter Lake,2010,172,6/21/10,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.57,0.053
R,Peter Lake,2010,172,6/21/10,PML,-1,NA,NA,NA,NA,NA,NA,5.71,0.051
R,Peter Lake,2010,172,6/21/10,0,1,NA,NA,1.29372818,107.8106816,362.5269984,200.1845941,NA,NA
R,Peter Lake,2010,172,6/21/10,0.8,2,NA,NA,1.359091571,113.2576309,NA,NA,NA,NA
R,Peter Lake,2010,172,6/21/10,1.6,3,NA,NA,1.356248283,113.0206902,NA,NA,NA,NA
R,Peter Lake,2010,172,6/21/10,2.8,4,NA,NA,1.299357565,108.2797971,NA,NA,NA,NA
R,Peter Lake,2010,172,6/21/10,3.7,5,NA,NA,1.357617574,113.1347978,NA,NA,NA,NA
R,Peter Lake,2010,172,6/21/10,6,6,NA,NA,4.672236602,389.3530502,NA,NA,NA,NA
R,Peter Lake,2010,172,6/21/10,Hypolimnion,7,NA,NA,8.305734677,692.1445564,NA,NA,6.05,0.245
L,Paul Lake,2010,173,6/22/10,Metalimnion,-2,0.67,0.08,NA,NA,NA,NA,3.91,0.048
L,Paul Lake,2010,173,6/22/10,PML,-1,0.5,0.07,NA,NA,NA,NA,4.2,0.057
L,Paul Lake,2010,173,6/22/10,0,1,NA,NA,1.262181443,105.1817869,377.5635144,831.0885017,NA,NA
L,Paul Lake,2010,173,6/22/10,0.7,2,NA,NA,1.255776858,104.6480715,NA,NA,NA,NA
L,Paul Lake,2010,173,6/22/10,1.3,3,NA,NA,1.173520066,97.7933388,NA,NA,NA,NA
L,Paul Lake,2010,173,6/22/10,2.6,4,NA,NA,1.245988848,103.832404,NA,NA,NA,NA
L,Paul Lake,2010,173,6/22/10,3.6,5,NA,NA,1.327718025,110.6431687,NA,NA,NA,NA
L,Paul Lake,2010,173,6/22/10,5.9,6,NA,NA,3.598729756,299.8941463,NA,NA,NA,NA
L,Paul Lake,2010,173,6/22/10,Hypolimnion,7,1.87,0.43,8.077757512,673.1464593,NA,NA,4.76,0.361
Ward,Ward Lake,2010,174,6/23/10,Metalimnion,-2,1.18,0.17,NA,NA,NA,NA,7.49,0.09
Ward,Ward Lake,2010,174,6/23/10,PML,-1,0.91,0.16,NA,NA,NA,NA,7.84,0.095
Ward,Ward Lake,2010,174,6/23/10,0,1,NA,NA,21.43135768,1785.946473,388.1538581,904.5712718,NA,NA
Ward,Ward Lake,2010,174,6/23/10,0.6,2,NA,NA,21.41220714,1784.350595,NA,NA,NA,NA
Ward,Ward Lake,2010,174,6/23/10,1.2,3,NA,NA,21.55605206,1796.337672,NA,NA,NA,NA
Ward,Ward Lake,2010,174,6/23/10,2.3,4,NA,NA,21.98117954,1831.764962,NA,NA,NA,NA
Ward,Ward Lake,2010,174,6/23/10,3.3,5,NA,NA,22.71186459,1892.655382,NA,NA,NA,NA
Ward,Ward Lake,2010,174,6/23/10,4.3,6,NA,NA,25.27068654,2105.890545,NA,NA,NA,NA
Ward,Ward Lake,2010,174,6/23/10,Hypolimnion,7,2.38,0.35,26.91579939,2242.983282,NA,NA,7.4,0.202
R,Peter Lake,2010,179,6/28/10,Metalimnion,-2,NA,NA,NA,NA,NA,NA,5.23,0.054
R,Peter Lake,2010,179,6/28/10,PML,-1,NA,NA,NA,NA,NA,NA,5.71,0.055
R,Peter Lake,2010,179,6/28/10,0,1,NA,NA,1.353726854,112.8105712,366.3379972,326.4005778,NA,NA
R,Peter Lake,2010,179,6/28/10,0.85,2,NA,NA,1.443777628,120.3148023,NA,NA,NA,NA
R,Peter Lake,2010,179,6/28/10,1.6,3,NA,NA,1.397373557,116.4477964,NA,NA,NA,NA
R,Peter Lake,2010,179,6/28/10,3,4,NA,NA,1.429863397,119.1552831,NA,NA,NA,NA
R,Peter Lake,2010,179,6/28/10,3.9,5,NA,NA,1.536887492,128.0739577,NA,NA,NA,NA
R,Peter Lake,2010,179,6/28/10,6.4,6,NA,NA,4.638877577,386.5731314,NA,NA,NA,NA
R,Peter Lake,2010,179,6/28/10,Hypolimnion,7,NA,NA,7.910337809,659.1948174,NA,NA,5.45,0.17
L,Paul Lake,2010,180,6/29/10,Metalimnion,-2,0.59,0.07,NA,NA,NA,NA,3.88,0.049
L,Paul Lake,2010,180,6/29/10,PML,-1,0.37,0.05,NA,NA,NA,NA,4.45,0.064
L,Paul Lake,2010,180,6/29/10,0,1,NA,NA,1.376514853,114.7095711,367.0510994,999.8316427,NA,NA
L,Paul Lake,2010,180,6/29/10,0.7,2,NA,NA,1.355414775,112.9512312,NA,NA,NA,NA
L,Paul Lake,2010,180,6/29/10,1.4,3,NA,NA,1.396567325,116.3806104,NA,NA,NA,NA
L,Paul Lake,2010,180,6/29/10,2.1,4,NA,NA,1.38093072,115.07756,NA,NA,NA,NA
