lakeid,lakename,year4,daynum,sampledate,depth,temperature_C,dissolvedOxygen,irradianceWater,irradianceDeck,comments
L,Paul Lake,2014,203,7/22/14,1.5,22.8,7.4,290.3,1238.8,NA
L,Paul Lake,2014,203,7/22/14,2,21.9,7.3,293.6,1365.1,NA
L,Paul Lake,2014,203,7/22/14,2.5,20.7,7.2,206,1390,NA
L,Paul Lake,2014,203,7/22/14,3,19.7,7.9,137.1,1300,NA
L,Paul Lake,2014,203,7/22/14,3.5,16.8,11.2,90.76,1354,NA
L,Paul Lake,2014,203,7/22/14,4,13.5,11.8,62.87,1343,NA
L,Paul Lake,2014,203,7/22/14,4.5,11,12.6,44.05,1332,NA
L,Paul Lake,2014,203,7/22/14,5,9.3,11.8,28.75,1309,NA
L,Paul Lake,2014,203,7/22/14,5.5,7.7,4.5,20.2,1323,NA
L,Paul Lake,2014,203,7/22/14,6,6.5,0.9,14.27,1383,NA
L,Paul Lake,2014,203,7/22/14,6.5,5.9,0.7,8.327,1312,NA
L,Paul Lake,2014,203,7/22/14,7,5.5,0.6,7.366,1388,NA
L,Paul Lake,2014,203,7/22/14,8,5.1,0.6,7.044,1393,NA
L,Paul Lake,2014,203,7/22/14,9,5,0.6,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,0,22.9,8.3,1659,1580,NA
T,Tuesday Lake,2014,204,7/23/14,0.25,NA,NA,550,1000,NA
T,Tuesday Lake,2014,204,7/23/14,0.5,22.8,8.1,303.7,935.6,NA
T,Tuesday Lake,2014,204,7/23/14,0.75,NA,NA,219.4,856.4,NA
T,Tuesday Lake,2014,204,7/23/14,1,22.5,7.6,137.5,910.3,NA
T,Tuesday Lake,2014,204,7/23/14,1.5,21,7.6,53.47,828.7,NA
T,Tuesday Lake,2014,204,7/23/14,2,18,7.3,23.39,883.2,NA
T,Tuesday Lake,2014,204,7/23/14,2.5,14.1,5.8,9.522,948.2,NA
T,Tuesday Lake,2014,204,7/23/14,3,10,1.7,3.23,781.6,NA
T,Tuesday Lake,2014,204,7/23/14,3.5,7.5,0.9,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,4,6,0.9,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,4.5,5,0.9,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,5,4.6,0.8,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,5.5,4.4,0.8,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,6,4.3,0.8,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,6.5,4.2,0.8,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,7,4.2,0.7,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,8,4,0.7,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,9,4.1,0.7,NA,NA,NA
T,Tuesday Lake,2014,204,7/23/14,10,4,0.7,NA,NA,NA
R,Peter Lake,2014,209,7/28/14,0,21.8,7.8,1047,1126,NA
R,Peter Lake,2014,209,7/28/14,0.25,NA,NA,831.4,1165,NA
R,Peter Lake,2014,209,7/28/14,0.5,21.8,7.4,499.4,1155,NA
R,Peter Lake,2014,209,7/28/14,0.75,NA,NA,447.2,1167,NA
R,Peter Lake,2014,209,7/28/14,1,21.6,7.5,269.5,1103,NA
R,Peter Lake,2014,209,7/28/14,1.5,21.5,7.4,155.7,1104,NA
R,Peter Lake,2014,209,7/28/14,2,21.4,7.1,90.25,1092,NA
R,Peter Lake,2014,209,7/28/14,2.5,15.5,11.5,51.86,1095,NA
R,Peter Lake,2014,209,7/28/14,3,12.6,12.4,34.11,1102,NA
R,Peter Lake,2014,209,7/28/14,3.5,11.6,12.7,23.44,1085,NA
R,Peter Lake,2014,209,7/28/14,4,10.2,12.7,14.24,1116,NA
R,Peter Lake,2014,209,7/28/14,4.5,7.7,11.3,5.121,1118,NA
R,Peter Lake,2014,209,7/28/14,5,6.5,4.4,3.581,1110,NA
R,Peter Lake,2014,209,7/28/14,5.5,5.9,1.2,2.203,1140,NA
R,Peter Lake,2014,209,7/28/14,6,5.4,1,1.686,1121,NA
R,Peter Lake,2014,209,7/28/14,6.5,5.1,0.9,0.9819,1135,NA
R,Peter Lake,2014,209,7/28/14,7,5,0.8,0.6362,1134,NA
R,Peter Lake,2014,209,7/28/14,8,4.6,0.8,NA,NA,NA
R,Peter Lake,2014,209,7/28/14,9,4.4,0.8,NA,NA,NA
R,Peter Lake,2014,209,7/28/14,10,4.4,0.8,NA,NA,NA
R,Peter Lake,2014,209,7/28/14,11,4.4,0.8,NA,NA,NA
R,Peter Lake,2014,209,7/28/14,12,4.4,0.8,NA,NA,NA
L,Paul Lake,2014,210,7/29/14,0,21.6,7.6,910.8,1024,NA
L,Paul Lake,2014,210,7/29/14,0.25,NA,NA,772.6,1011,NA
L,Paul Lake,2014,210,7/29/14,0.5,21.4,7.5,609.2,1002,NA
L,Paul Lake,2014,210,7/29/14,0.75,NA,NA,534.3,1006,NA
L,Paul Lake,2014,210,7/29/14,1,21.4,7.4,416.3,998.6,NA
L,Paul Lake,2014,210,7/29/14,1.5,21.3,7.4,273,994.3,NA
L,Paul Lake,2014,210,7/29/14,2,21.3,7.4,185.3,995.4,NA
L,Paul Lake,2014,210,7/29/14,2.5,21.3,7.2,137,1002,NA
L,Paul Lake,2014,210,7/29/14,3,20.9,7.4,97.99,1004,NA
L,Paul Lake,2014,210,7/29/14,3.5,17.6,11.2,69.06,990.4,NA
L,Paul Lake,2014,210,7/29/14,4,14.4,11.9,46.32,1010,NA
L,Paul Lake,2014,210,7/29/14,4.5,11.3,12.5,33.68,1013,NA
L,Paul Lake,2014,210,7/29/14,5,9.6,12.2,22.54,1016,NA
L,Paul Lake,2014,210,7/29/14,5.5,8.2,6.1,14.26,1019,NA
L,Paul Lake,2014,210,7/29/14,6,7.1,1.5,7.552,1008,NA
L,Paul Lake,2014,210,7/29/14,6.5,6.6,1.2,4.667,1022,NA
L,Paul Lake,2014,210,7/29/14,7,6.1,1.1,2.989,1016,NA
L,Paul Lake,2014,210,7/29/14,8,5.3,1.1,1.779,1024,NA
L,Paul Lake,2014,210,7/29/14,9,5.1,1,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,0,21.8,7.8,1136,1247,NA
T,Tuesday Lake,2014,211,7/30/14,0.25,NA,NA,743.5,1222,NA
T,Tuesday Lake,2014,211,7/30/14,0.5,21.4,7.7,421.8,1210,NA
T,Tuesday Lake,2014,211,7/30/14,0.75,NA,NA,296,1208,NA
T,Tuesday Lake,2014,211,7/30/14,1,21.2,7.5,169.3,1221,NA
T,Tuesday Lake,2014,211,7/30/14,1.5,21.1,7.4,72.48,1219,NA
T,Tuesday Lake,2014,211,7/30/14,2,18.5,7.6,27.66,1195,NA
T,Tuesday Lake,2014,211,7/30/14,2.5,14.4,6.8,10.95,1221,NA
T,Tuesday Lake,2014,211,7/30/14,3,10.7,1.4,4.163,1221,NA
T,Tuesday Lake,2014,211,7/30/14,3.5,7.5,0.9,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,4,5.9,0.8,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,4.5,5,0.8,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,5,4.6,0.7,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,5.5,4.4,0.7,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,6,4.3,0.7,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,6.5,4.2,0.6,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,7,4.2,0.6,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,8,4.1,0.6,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,9,4.1,0.6,NA,NA,NA
T,Tuesday Lake,2014,211,7/30/14,10,4,0.5,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,0,23.3,9.5,1285,1283,NA
R,Peter Lake,2014,216,8/4/14,0.25,NA,NA,854,1284,NA
R,Peter Lake,2014,216,8/4/14,0.5,23.1,7.9,516.6,1285,NA
R,Peter Lake,2014,216,8/4/14,0.75,NA,NA,442.3,1262,NA
R,Peter Lake,2014,216,8/4/14,1,23.1,7.9,310.4,1334,NA
R,Peter Lake,2014,216,8/4/14,1.5,22.9,7.8,165.8,1053,NA
R,Peter Lake,2014,216,8/4/14,2,21.7,7.2,99.84,1209,NA
R,Peter Lake,2014,216,8/4/14,2.5,20,7.8,59.4,1225,NA
R,Peter Lake,2014,216,8/4/14,3,16.5,11.5,42.45,1320,NA
R,Peter Lake,2014,216,8/4/14,3.5,13,12.2,28.16,1331,NA
R,Peter Lake,2014,216,8/4/14,4,9.9,12.9,17.01,1241,NA
R,Peter Lake,2014,216,8/4/14,4.5,8.3,12,5.394,1059,NA
R,Peter Lake,2014,216,8/4/14,5,6.9,4.1,2.776,879,NA
R,Peter Lake,2014,216,8/4/14,5.5,6,1.2,1.794,999,NA
R,Peter Lake,2014,216,8/4/14,6,5.5,1,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,6.5,5.1,1,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,7,4.9,0.9,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,8,4.6,0.9,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,9,4.4,0.9,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,10,4.4,0.9,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,11,4.4,0.8,NA,NA,NA
R,Peter Lake,2014,216,8/4/14,12,4.4,0.8,NA,NA,NA
L,Paul Lake,2014,217,8/5/14,0,22.9,7,1126,1275,NA
L,Paul Lake,2014,217,8/5/14,0.25,NA,NA,1110,1295,NA
L,Paul Lake,2014,217,8/5/14,0.5,22.8,7.1,845,1244,NA
L,Paul Lake,2014,217,8/5/14,0.75,NA,NA,710,1233,NA
L,Paul Lake,2014,217,8/5/14,1,22.5,6.9,539,1235,NA
L,Paul Lake,2014,217,8/5/14,1.5,22.4,6.9,380.9,1222,NA
L,Paul Lake,2014,217,8/5/14,2,22.3,6.6,261,1244,NA
L,Paul Lake,2014,217,8/5/14,2.5,22.1,6.4,183.1,1242,NA
L,Paul Lake,2014,217,8/5/14,3,20.8,7.5,128,1245,NA
L,Paul Lake,2014,217,8/5/14,3.5,18.2,10.1,90.62,1248,NA
L,Paul Lake,2014,217,8/5/14,4,15.3,11,68.96,1248,NA
L,Paul Lake,2014,217,8/5/14,4.5,12.5,11.6,45.57,1235,NA
L,Paul Lake,2014,217,8/5/14,5,10.2,11.1,29.62,1246,NA
L,Paul Lake,2014,217,8/5/14,5.5,8.6,5,18.62,1249,NA
L,Paul Lake,2014,217,8/5/14,6,7.5,1.2,10.73,1244,NA
L,Paul Lake,2014,217,8/5/14,6.5,7,1,5.86,1253,NA
L,Paul Lake,2014,217,8/5/14,7,6,0.8,0.929,1259,NA
L,Paul Lake,2014,217,8/5/14,8,5.5,0.8,NA,NA,NA
L,Paul Lake,2014,217,8/5/14,9,5.2,0.7,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,0,22.7,7.7,979,998,NA
T,Tuesday Lake,2014,218,8/6/14,0.25,NA,NA,615,1076,NA
T,Tuesday Lake,2014,218,8/6/14,0.5,22.5,7.7,345,940,NA
T,Tuesday Lake,2014,218,8/6/14,0.75,NA,NA,256,1016,NA
T,Tuesday Lake,2014,218,8/6/14,1,23.3,7.6,147,994,NA
T,Tuesday Lake,2014,218,8/6/14,1.5,21.1,7,71,1003,NA
T,Tuesday Lake,2014,218,8/6/14,2,18.8,6.4,24.09,960,NA
T,Tuesday Lake,2014,218,8/6/14,2.5,14.7,4.7,9.107,950,NA
T,Tuesday Lake,2014,218,8/6/14,3,10.9,1.2,3.526,954.6,NA
T,Tuesday Lake,2014,218,8/6/14,3.5,8.3,1,1.625,969.9,NA
T,Tuesday Lake,2014,218,8/6/14,4,6.3,1,1.027,960,NA
T,Tuesday Lake,2014,218,8/6/14,4.5,5.2,1,0.665,972,NA
T,Tuesday Lake,2014,218,8/6/14,5,4.8,0.9,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,5.5,4.5,0.9,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,6,4.3,0.9,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,6.5,4.3,0.8,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,7,4.2,0.8,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,8,4.2,0.8,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,9,4.1,0.7,NA,NA,NA
T,Tuesday Lake,2014,218,8/6/14,10,4.1,0.7,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,0,23.9,8.1,106,133,NA
R,Peter Lake,2014,223,8/11/14,0.25,NA,NA,80.3,131,NA
R,Peter Lake,2014,223,8/11/14,0.5,23.9,7.9,51.9,125,NA
R,Peter Lake,2014,223,8/11/14,0.75,NA,NA,51.1,122.5,NA
R,Peter Lake,2014,223,8/11/14,1,23.9,7.2,34.7,122.8,NA
R,Peter Lake,2014,223,8/11/14,1.5,24,7.5,20.2,121,NA
R,Peter Lake,2014,223,8/11/14,2,22.9,7.4,12.2,122,NA
R,Peter Lake,2014,223,8/11/14,2.5,20.4,7.8,7.7,122,NA
R,Peter Lake,2014,223,8/11/14,3,16.6,11.1,5.2,120,NA
R,Peter Lake,2014,223,8/11/14,3.5,13.2,12.1,3.5,113,NA
R,Peter Lake,2014,223,8/11/14,4,10.4,12.4,2.5,117.1,NA
R,Peter Lake,2014,223,8/11/14,4.5,8.6,11.8,1.26,117.1,NA
R,Peter Lake,2014,223,8/11/14,5,7,2.7,0.79,120,NA
R,Peter Lake,2014,223,8/11/14,5.5,6.2,1.2,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,6,5.6,0.9,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,6.5,5.3,0.8,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,7,5,0.8,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,8,4.6,0.8,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,9,4.5,0.8,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,10,4.4,0.8,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,11,4.4,0.7,NA,NA,NA
R,Peter Lake,2014,223,8/11/14,12,4.4,0.7,NA,NA,NA
L,Paul Lake,2014,224,8/12/14,0,21.8,7.2,277,314,NA
L,Paul Lake,2014,224,8/12/14,0.25,NA,NA,202,291,NA
L,Paul Lake,2014,224,8/12/14,0.5,21.9,7,142,277,NA
L,Paul Lake,2014,224,8/12/14,0.75,NA,NA,114.7,272.2,NA
L,Paul Lake,2014,224,8/12/14,1,21.9,7,97,280.4,NA
L,Paul Lake,2014,224,8/12/14,1.5,21.9,6.9,75.5,297,NA
L,Paul Lake,2014,224,8/12/14,2,21.9,6.9,50.1,285,NA
L,Paul Lake,2014,224,8/12/14,2.5,21.8,6.7,40,299,NA
L,Paul Lake,2014,224,8/12/14,3,21.6,6.8,32,341,NA
L,Paul Lake,2014,224,8/12/14,3.5,19.4,10.1,93.6,1512,NA
L,Paul Lake,2014,224,8/12/14,4,15.8,10.4,84.4,1641,NA
L,Paul Lake,2014,224,8/12/14,4.5,12.4,10.9,24,560,NA
L,Paul Lake,2014,224,8/12/14,5,10.4,9.5,45,1580,NA
L,Paul Lake,2014,224,8/12/14,5.5,9,4,28.2,1555,NA
L,Paul Lake,2014,224,8/12/14,6,7.8,1.2,15.3,1527,NA
L,Paul Lake,2014,224,8/12/14,6.5,7,0.9,4.2,1000,NA
L,Paul Lake,2014,224,8/12/14,7,6.4,0.8,NA,NA,NA
L,Paul Lake,2014,224,8/12/14,8,5.4,0.7,NA,NA,NA
L,Paul Lake,2014,224,8/12/14,9,5.2,0.7,NA,NA,NA
L,Paul Lake,2014,224,8/12/14,10,5.1,0.7,NA,NA,NA
L,Paul Lake,2014,224,8/12/14,11,5.1,0.6,NA,NA,NA
L,Paul Lake,2014,224,8/12/14,12,5.1,0.6,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,0,21.7,8,313.7,321.4,NA
T,Tuesday Lake,2014,225,8/13/14,0.25,NA,NA,195.6,407.2,NA
T,Tuesday Lake,2014,225,8/13/14,0.5,21.7,7.7,113.6,415.2,NA
T,Tuesday Lake,2014,225,8/13/14,0.75,NA,NA,105.3,438,NA
T,Tuesday Lake,2014,225,8/13/14,1,21.6,7.6,66.9,475.6,NA
T,Tuesday Lake,2014,225,8/13/14,1.5,21.6,7.5,41.86,753,NA
T,Tuesday Lake,2014,225,8/13/14,2,19.9,6.1,17.17,695,NA
T,Tuesday Lake,2014,225,8/13/14,2.5,15.3,2.7,6.988,521,NA
T,Tuesday Lake,2014,225,8/13/14,3,11.5,1.2,4.337,1210,NA
T,Tuesday Lake,2014,225,8/13/14,3.5,8.7,0.7,2.405,1399,NA
T,Tuesday Lake,2014,225,8/13/14,4,6.8,0.7,1.211,728.7,NA
T,Tuesday Lake,2014,225,8/13/14,4.5,5.5,0.7,0.7552,819.3,NA
T,Tuesday Lake,2014,225,8/13/14,5,4.9,0.7,0.4406,649.7,NA
T,Tuesday Lake,2014,225,8/13/14,5.5,4.5,0.7,0.2886,620.6,NA
T,Tuesday Lake,2014,225,8/13/14,6,4.4,0.7,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,6.5,4.3,0.7,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,7,4.2,0.6,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,8,4.1,0.6,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,9,4.1,0.6,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,10,4.1,0.6,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,11,4.1,0.6,NA,NA,NA
T,Tuesday Lake,2014,225,8/13/14,12,4.1,0.6,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,0,21.1,7.8,255.4,310.4,NA
R,Peter Lake,2014,230,8/18/14,0.25,NA,NA,183.9,322.3,NA
R,Peter Lake,2014,230,8/18/14,0.5,21.1,7.9,151.3,350,NA
R,Peter Lake,2014,230,8/18/14,0.75,NA,NA,114.6,360.3,NA
R,Peter Lake,2014,230,8/18/14,1,21.1,7.9,102.3,358.5,NA
R,Peter Lake,2014,230,8/18/14,1.5,21.1,7.5,60.42,360.2,NA
R,Peter Lake,2014,230,8/18/14,2,21.1,7.7,42.35,390.1,NA
R,Peter Lake,2014,230,8/18/14,2.5,20.6,7.5,33.46,452.7,NA
R,Peter Lake,2014,230,8/18/14,3,17.5,10.4,20.31,418.2,NA
R,Peter Lake,2014,230,8/18/14,3.5,13.6,12.1,14.11,414.9,NA
R,Peter Lake,2014,230,8/18/14,4,10.9,13.2,10.59,441.1,NA
R,Peter Lake,2014,230,8/18/14,4.5,9.1,13.3,7.327,508.3,NA
R,Peter Lake,2014,230,8/18/14,5,7.4,3.8,4.3484,440.4,NA
R,Peter Lake,2014,230,8/18/14,5.5,6.5,1.7,2.067,521,NA
R,Peter Lake,2014,230,8/18/14,6,5.9,1,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,6.5,5.3,1,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,7,5,0.9,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,8,4.7,0.9,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,9,4.4,0.9,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,10,4.4,0.9,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,11,4.4,0.9,NA,NA,NA
R,Peter Lake,2014,230,8/18/14,12,4.4,0.8,NA,NA,NA
L,Paul Lake,2014,231,8/19/14,0,21,6.2,351,381,NA
L,Paul Lake,2014,231,8/19/14,0.25,NA,NA,291,387,NA
L,Paul Lake,2014,231,8/19/14,0.5,21.1,6.6,300.8,400,NA
L,Paul Lake,2014,231,8/19/14,0.75,NA,NA,266,433,NA
L,Paul Lake,2014,231,8/19/14,1,21,6.8,198,435,NA
L,Paul Lake,2014,231,8/19/14,1.5,21,6.9,131,433,NA
L,Paul Lake,2014,231,8/19/14,2,21,6.9,98.28,450,NA
L,Paul Lake,2014,231,8/19/14,2.5,20.9,6.9,79.7,500,NA
L,Paul Lake,2014,231,8/19/14,3,20.8,7.2,62,530,NA
L,Paul Lake,2014,231,8/19/14,3.5,20.3,8.1,48.8,350.3,NA
L,Paul Lake,2014,231,8/19/14,4,10.9,9.1,31.6,543,NA
L,Paul Lake,2014,231,8/19/14,4.5,13.6,9.8,21.6,513,NA
L,Paul Lake,2014,231,8/19/14,5,11,8,15.1,509,NA
L,Paul Lake,2014,231,8/19/14,5.5,9.6,2.7,9.4,464,NA
L,Paul Lake,2014,231,8/19/14,6,8.2,1.1,5.4,455,NA
L,Paul Lake,2014,231,8/19/14,6.5,7.3,0.8,3.1,457,NA
L,Paul Lake,2014,231,8/19/14,7,6.5,0.8,NA,NA,NA
L,Paul Lake,2014,231,8/19/14,8,5.6,0.8,NA,NA,NA
L,Paul Lake,2014,231,8/19/14,9,5.2,0.8,NA,NA,NA
L,Paul Lake,2014,231,8/19/14,10,5.1,0.7,NA,NA,NA
L,Paul Lake,2014,231,8/19/14,11,5.1,0.7,NA,NA,NA
L,Paul Lake,2014,231,8/19/14,12,5.1,0.7,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,0,20.2,7.2,287.4,345.6,NA
T,Tuesday Lake,2014,232,8/20/14,0.25,NA,NA,165,362,NA
T,Tuesday Lake,2014,232,8/20/14,0.5,20.2,7.2,89,365,NA
T,Tuesday Lake,2014,232,8/20/14,0.75,NA,NA,76.06,404,NA
T,Tuesday Lake,2014,232,8/20/14,1,20.1,7.1,48.93,402.5,NA
T,Tuesday Lake,2014,232,8/20/14,1.5,20.1,7,25.8,406,NA
T,Tuesday Lake,2014,232,8/20/14,2,20,5.7,10.5,416,NA
T,Tuesday Lake,2014,232,8/20/14,2.5,16.2,2.4,3.8,430,NA
T,Tuesday Lake,2014,232,8/20/14,3,12.3,1.1,2.19,450,NA
T,Tuesday Lake,2014,232,8/20/14,3.5,9.1,0.7,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,4,7,0.6,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,4.5,5.8,0.6,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,5,5,0.6,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,5.5,4.6,0.6,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,6,4.4,0.5,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,6.5,4.3,0.5,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,7,4.2,0.5,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,8,4.2,0.5,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,9,4.1,0.5,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,10,4.1,0.5,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,11,4.1,0.5,NA,NA,NA
T,Tuesday Lake,2014,232,8/20/14,12,4.1,0.4,NA,NA,NA
R,Peter Lake,2014,237,8/25/14,0,22.1,83,270,331,NA
R,Peter Lake,2014,237,8/25/14,0.25,NA,NA,259,330,NA
R,Peter Lake,2014,237,8/25/14,0.5,22.1,8.2,187,327,NA
R,Peter Lake,2014,237,8/25/14,0.75,NA,NA,136,315,NA
R,Peter Lake,2014,237,8/25/14,1,22,8.1,97.1,305,NA
R,Peter Lake,2014,237,8/25/14,1.5,21.7,8.3,55,300,NA
R,Peter Lake,2014,237,8/25/14,2,21,8,36.1,315,NA
R,Peter Lake,2014,237,8/25/14,2.5,20.1,7.4,24.7,330,NA
R,Peter Lake,2014,237,8/25/14,3,17.8,9.2,15.5,312,NA
R,Peter Lake,2014,237,8/25/14,3.5,14.8,11.5,10.6,310,NA
R,Peter Lake,2014,237,8/25/14,4,11.6,12.4,7.87,335,NA
R,Peter Lake,2014,237,8/25/14,4.5,9.4,13.4,4.3,333,NA
R,Peter Lake,2014,237,8/25/14,5,7.3,2.6,2.75,331,NA
R,Peter Lake,2014,237,8/25/14,5.5,6.7,0.8,1.84,330,NA
R,Peter Lake,2014,237,8/25/14,6,5.8,0.7,1.19,327,NA
R,Peter Lake,2014,237,8/25/14,6.5,5.4,0.5,NA,NA,NA
R,Peter Lake,2014,237,8/25/14,7,5,0.4,NA,NA,NA
R,Peter Lake,2014,237,8/25/14,8,4.5,0.4,NA,NA,NA
R,Peter Lake,2014,237,8/25/14,9,4.5,0.4,NA,NA,NA
R,Peter Lake,2014,237,8/25/14,10,4.4,0.4,NA,NA,NA
R,Peter Lake,2014,237,8/25/14,11,4.4,0.3,NA,NA,NA
R,Peter Lake,2014,237,8/25/14,12,4.4,0.3,NA,NA,NA
L,Paul Lake,2014,238,8/26/14,0,21.8,7.7,1044,1082,NA
L,Paul Lake,2014,238,8/26/14,0.25,NA,NA,825,1055,NA
L,Paul Lake,2014,238,8/26/14,0.5,21.8,7.6,701,1070,NA
L,Paul Lake,2014,238,8/26/14,0.75,NA,NA,501,931,NA
L,Paul Lake,2014,238,8/26/14,1,21.8,7.6,372,889,NA
L,Paul Lake,2014,238,8/26/14,1.5,21.8,7.5,324,1017,NA
L,Paul Lake,2014,238,8/26/14,2,21.7,7.5,202,901,NA
L,Paul Lake,2014,238,8/26/14,2.5,21.4,7.4,138,885,NA
L,Paul Lake,2014,238,8/26/14,3,20.8,6.5,110,965,NA
L,Paul Lake,2014,238,8/26/14,3.5,19.9,7.4,100,1226,NA
L,Paul Lake,2014,238,8/26/14,4,17.1,9.7,80,1381,NA
L,Paul Lake,2014,238,8/26/14,4.5,14.2,10.3,55.2,1366,NA
L,Paul Lake,2014,238,8/26/14,5,11.7,9.2,33,1193,NA
L,Paul Lake,2014,238,8/26/14,5.5,9.9,2.6,24.2,1279,NA
L,Paul Lake,2014,238,8/26/14,6,8.6,0.8,15.7,1231,NA
L,Paul Lake,2014,238,8/26/14,6.5,7.5,0.7,6.9,1082,NA
L,Paul Lake,2014,238,8/26/14,7,6.6,0.5,NA,NA,NA
L,Paul Lake,2014,238,8/26/14,8,5.7,0.5,NA,NA,NA
L,Paul Lake,2014,238,8/26/14,9,5.3,0.4,NA,NA,NA
L,Paul Lake,2014,238,8/26/14,12,5.2,0.4,NA,NA,NA
T,Tuesday Lake,2014,239,8/27/14,0,21.4,8.5,378,453,NA
T,Tuesday Lake,2014,239,8/27/14,0.25,NA,NA,263,438,NA
T,Tuesday Lake,2014,239,8/27/14,0.5,21.3,8.5,145,420,NA
T,Tuesday Lake,2014,239,8/27/14,0.75,NA,NA,88.3,408,NA
T,Tuesday Lake,2014,239,8/27/14,1,21.3,8.4,55.5,396,NA
T,Tuesday Lake,2014,239,8/27/14,1.5,21.2,8.2,23,387,NA
T,Tuesday Lake,2014,239,8/27/14,2,19.6,4.6,9.23,373,NA
T,Tuesday Lake,2014,239,8/27/14,2.5,16.1,1.2,3.37,362,NA
T,Tuesday Lake,2014,239,8/27/14,3,12.5,0.5,1.39,351,NA
T,Tuesday Lake,2014,239,8/27/14,3.5,9.4,0.5,0.81,341,NA
T,Tuesday Lake,2014,239,8/27/14,4,7.2,0.5,0.491,336,NA
T,Tuesday Lake,2014,239,8/27/14,4.5,5.8,0.5,0.29,329,NA
T,Tuesday Lake,2014,239,8/27/14,5,5,0.5,NA,NA,NA
T,Tuesday Lake,2014,239,8/27/14,5.5,4.6,0.4,NA,NA,NA
T,Tuesday Lake,2014,239,8/27/14,6,4.4,0.4,NA,NA,NA
T,Tuesday Lake,2014,239,8/27/14,6.5,4.3,0.4,NA,NA,NA
