CAS Number,Chemical Name,Chemical Grade,Chemical Analysis Method,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author),Conc 1 (Author),Conc 1 Units (Author),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,6,Active ingredient,NR/,AI ng/org,Accumulation,Residue,NR,Not reported,3,Day(s),"Laurino,D., M. Porporato, A. Patetta, and A. Manino",152655,Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests,Bull. Insectol.64(1): 107-113,2011,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient 5/ - 100/ AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Analytical Reference Standard,Unmeasured,99.6,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Larva,4,Day(s),Food,No substrate,Lab,7,Active ingredient,NR/,AI ng/ul diet,Development,Stage,NR,Not reported,2,Day(s),"Tavares,D.A., T.C. Roat, S.M. Carvalho, E.C.M. Silva-Zacarin, and O. Malaspina",173194,In Vitro Effects of Thiamethoxam on Larvae of Africanized Honey Bee Apis mellifera (Hymenoptera: Apidae),Chemosphere135:370-378,2015,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Active ingredient 0.05/ - 100/ AI ng/ul diet | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,NR,Not reported,"Topical, general",No substrate,Lab,2,Formulation,50/,ppm,Mortality,Mortality,NR-LETH,Not reported,1,Day(s),"Stanley,J., K. Sah, S.K. Jain, J.C. Bhatt, and S.N. Sushil",168437,"Evaluation of Pesticide Toxicity at Their Field Recommended Doses to Honeybees, Apis cerana and A. mellifera Through Laboratory, Semi-Field and Field Studies",Chemosphere119:668-674,2015,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Formulation NR/ - NR/ ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,250,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Environmental, unspecified",Litter,Lab,3,Active ingredient,0.1,ai mg/ml,Mortality,Mortality,NR-LETH,Not reported,2,Day(s),"Fernandes,M.E.S., F.L. Fernandes, M.C. Picanco, R.B. Queiroz, R.S. Da Silva, and A.A.G. Huertas",162771,Physiological Selectivity of Insecticides to Apis mellifera (Hymenoptera: Apidae) and Protonectarina sylveirae (Hymenoptera: Vespidae) in Citrus,Sociobiology51(3): 765-774,2008,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR ai mg/ml | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Topical, general",No substrate,Lab,2,Active ingredient,0.1500/,ai g/L,Mortality,Mortality,NR-LETH,Not reported,<=3,Day(s),"Costa,E.M., E.L. Araujo, A.V.P. Maia, F.E.L. Silva, C.E.S. Bezerra, and J.G. Silva",168417,Toxicity of Insecticides Used in the Brazilian Melon Crop to the Honey Bee Apis mellifera Under Laboratory Conditions,Apidologie45:34-44,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ai g/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Diet, unspecified",No substrate,Lab,2,Active ingredient,0.1500/,ai g/L,Mortality,Mortality,NR-LETH,Not reported,<=3,Day(s),"Costa,E.M., E.L. Araujo, A.V.P. Maia, F.E.L. Silva, C.E.S. Bezerra, and J.G. Silva",168417,Toxicity of Insecticides Used in the Brazilian Melon Crop to the Honey Bee Apis mellifera Under Laboratory Conditions,Apidologie45:34-44,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ai g/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Environmental, unspecified",Litter,Lab,2,Active ingredient,0.1500/,ai g/L,Mortality,Mortality,NR-LETH,Not reported,<=3,Day(s),"Costa,E.M., E.L. Araujo, A.V.P. Maia, F.E.L. Silva, C.E.S. Bezerra, and J.G. Silva",168417,Toxicity of Insecticides Used in the Brazilian Melon Crop to the Honey Bee Apis mellifera Under Laboratory Conditions,Apidologie45:34-44,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ai g/L | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine","Technical grade, technical product, technical formulation",Unmeasured,98,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,"New, newly or recent hatch",NR,Not reported,"Topical, general",No substrate,Lab,3,Active ingredient,3.8,ng/org,Mortality,Mortality,NR-ZERO,Not reported,2,Day(s),"Charreton,M., A. Decourtye, M. Henry, G. Rodet, J.C. Sandoz, P. Charnet, and C. Collet",171881,A Locomotor Deficit Induced by Sublethal Doses of Pyrethroid and Neonicotinoid Insecticides in the Honeybee Apis mellifera,PLoS One10:14 p.,2015,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Measured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Diet, unspecified",No substrate,Field natural,2,Active ingredient,1.34/,ng/20 ul fd,Mortality,Mortality,NR-ZERO,Not reported,0.1667,Day(s),"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye",159247,A Common Pesticide Decreases Foraging Success and Survival in Honey Bees,Science336:348-350,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ng/20 ul fd | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Measured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Diet, unspecified",No substrate,Field natural,2,Active ingredient,1.34/,ng/20 ul fd,Mortality,Mortality,NR-ZERO,Not reported,0.1667,Day(s),"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye",159247,A Common Pesticide Decreases Foraging Success and Survival in Honey Bees,Science336:348-350,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ng/20 ul fd | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Measured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Diet, unspecified",No substrate,Field natural,2,Active ingredient,1.34/,ng/20 ul fd,Mortality,Mortality,NR-ZERO,Not reported,0.1667,Day(s),"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye",159247,A Common Pesticide Decreases Foraging Success and Survival in Honey Bees,Science336:348-350,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ng/20 ul fd | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Measured,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,"Diet, unspecified",No substrate,Field natural,2,Active ingredient,1.34/,ng/20 ul fd,Mortality,Mortality,NR-ZERO,Not reported,0.1667,Day(s),"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye",159247,A Common Pesticide Decreases Foraging Success and Survival in Honey Bees,Science336:348-350,2012,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ng/20 ul fd | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,9,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,9.07,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,8.86,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.73,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.56,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.46,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.71,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.64,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.36,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,4.44,AI ppm,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,3.75,AI ppm,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,3.11,AI ppm,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,NR,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Not reported,26,Hour(s),Food,Not reported,Lab,6,Active ingredient,2.68,AI ng/org,Mortality,Mortality,LOEL,Not reported,NR,Day(s),"Gregorc,A., E.C.M. Silva-Zacarin, S.M. Carvalho, D. Kramberger, E.W. Teixeira, and O. Malaspina",173134,Effects of Nosema ceranae and Thiametoxam in Apis mellifera: A Comparative Study in Africanized and Carniolan Honey Bees,Chemosphere147:328-336,2016,Purity: Ê NR - NR | Organism Age: Ê NR - NR Hour(s) | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê 0 - 1 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,>99,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Adult,NR,Not reported,Food,No substrate,Lab,5,Active ingredient,0.1,ng/ml fd,Genetics,Vitellogenin mRNA,LOEL,Brain,2,Day(s),"Christen,V., F. Mittner, and K. Fent",173146,Molecular Effects of Neonicotinoids in Honey Bees (Apis mellifera),Environ. Sci. Technol.50:4071-4081,2016,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR ng/ml fd | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,>99,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Adult,NR,Not reported,Food,No substrate,Lab,5,Active ingredient,0.1,ng/org,Genetics,Vitellogenin mRNA,LOEL,Brain,1,Day(s),"Christen,V., F. Mittner, and K. Fent",173146,Molecular Effects of Neonicotinoids in Honey Bees (Apis mellifera),Environ. Sci. Technol.50:4071-4081,2016,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,>99,Apis mellifera ssp. carnica,Carniolan Honey Bee,Insects/Spiders,Adult,NR,Not reported,Food,No substrate,Lab,2,Active ingredient,0.1/,ng/org,Genetics,Vitellogenin mRNA,LOEL,Brain,2,Day(s),"Christen,V., S. Bachofer, and K. Fent",175423,Binary Mixtures of Neonicotinoids Show Different Transcriptional Changes than Single Neonicotinoids in Honeybees (Apis mellifera),Environ. Pollut.220:1264-1270,2017,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,2.761,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,2.644,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,2.556,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
