"lakeid","lakename","year4","daynum","month","sampledate","depth","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck","comments"
"R","Peter Lake",2008,135,5,2008-05-14,1,11.9,10.9,528,1514,NA
"R","Peter Lake",2008,135,5,2008-05-14,1.5,11.8,11,404,1585,NA
"R","Peter Lake",2008,135,5,2008-05-14,2,10.6,11.5,251,1547,NA
"R","Peter Lake",2008,135,5,2008-05-14,2.5,8.1,11.5,190,1779,NA
"R","Peter Lake",2008,135,5,2008-05-14,3,6.3,8.9,120,1913,NA
"R","Peter Lake",2008,135,5,2008-05-14,3.5,5.7,4.3,70.5,1932,NA
"R","Peter Lake",2008,135,5,2008-05-14,4,5.1,3,42.4,1821,NA
"R","Peter Lake",2008,135,5,2008-05-14,4.5,4.7,1.1,26.1,1757,NA
"R","Peter Lake",2008,135,5,2008-05-14,5,4.5,0.3,14.9,1645,NA
"R","Peter Lake",2008,135,5,2008-05-14,5.5,4.4,0.2,11.7,1426,NA
"R","Peter Lake",2008,135,5,2008-05-14,6,4.4,0.2,6.44,1432,NA
"R","Peter Lake",2008,135,5,2008-05-14,6.5,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,135,5,2008-05-14,7,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,135,5,2008-05-14,8,4.3,0.3,NA,NA,NA
"R","Peter Lake",2008,135,5,2008-05-14,9,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,135,5,2008-05-14,10,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,135,5,2008-05-14,11,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,135,5,2008-05-14,12,4.3,0.2,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,0,13,10,1254,1319,NA
"L","Paul Lake",2008,136,5,2008-05-15,0.25,NA,NA,1054,1202,NA
"L","Paul Lake",2008,136,5,2008-05-15,0.5,12.9,10.1,806,1210,NA
"L","Paul Lake",2008,136,5,2008-05-15,0.75,NA,NA,661,1214,NA
"L","Paul Lake",2008,136,5,2008-05-15,1,12.7,10.2,488,1213,NA
"L","Paul Lake",2008,136,5,2008-05-15,1.5,12.4,9.9,326,1213,NA
"L","Paul Lake",2008,136,5,2008-05-15,2,11.2,11.5,218,1208,NA
"L","Paul Lake",2008,136,5,2008-05-15,2.5,8.6,12.8,144,1207,NA
"L","Paul Lake",2008,136,5,2008-05-15,3,6.9,13,92.8,1208,NA
"L","Paul Lake",2008,136,5,2008-05-15,3.5,6,12.4,54.6,1203,NA
"L","Paul Lake",2008,136,5,2008-05-15,4,5.4,5,26.3,1213,NA
"L","Paul Lake",2008,136,5,2008-05-15,4.5,4.8,1.5,13.4,1215,NA
"L","Paul Lake",2008,136,5,2008-05-15,5,4.7,0.4,6.73,1219,NA
"L","Paul Lake",2008,136,5,2008-05-15,5.5,4.7,0.3,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,6,4.7,0.3,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,6.5,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,7,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,8,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,9,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,10,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,11,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,136,5,2008-05-15,12,4.7,0.1,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,0,12.6,10.3,1315,1236,NA
"R","Peter Lake",2008,140,5,2008-05-19,0.25,NA,NA,1033,1283,NA
"R","Peter Lake",2008,140,5,2008-05-19,0.5,12.7,10.2,837,1320,NA
"R","Peter Lake",2008,140,5,2008-05-19,0.75,NA,NA,646,1274,NA
"R","Peter Lake",2008,140,5,2008-05-19,1,12.6,10.3,483,1332,NA
"R","Peter Lake",2008,140,5,2008-05-19,1.5,12.5,10.3,312,1301,NA
"R","Peter Lake",2008,140,5,2008-05-19,2,11.8,10.6,210,1332,NA
"R","Peter Lake",2008,140,5,2008-05-19,2.5,9.4,12.3,138,1340,NA
"R","Peter Lake",2008,140,5,2008-05-19,3,7.3,10.3,83.2,1335,NA
"R","Peter Lake",2008,140,5,2008-05-19,3.5,6.3,6.8,38.2,1337,NA
"R","Peter Lake",2008,140,5,2008-05-19,4,5.4,5.4,19.1,1329,NA
"R","Peter Lake",2008,140,5,2008-05-19,4.5,5.1,3.4,10,1330,NA
"R","Peter Lake",2008,140,5,2008-05-19,5,4.7,1,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,5.5,4.6,0.5,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,6,4.6,0.3,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,6.5,4.4,0.3,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,7,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,8,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,9,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,10,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,11,4.3,0.2,NA,NA,NA
"R","Peter Lake",2008,140,5,2008-05-19,12,4.4,0.2,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,0,12.9,9.7,1136,1066,NA
"L","Paul Lake",2008,141,5,2008-05-20,0.25,NA,NA,927,1061,NA
"L","Paul Lake",2008,141,5,2008-05-20,0.5,13,9.7,775,1072,NA
"L","Paul Lake",2008,141,5,2008-05-20,0.75,NA,NA,584,1068,NA
"L","Paul Lake",2008,141,5,2008-05-20,1,13,9.7,488,1062,NA
"L","Paul Lake",2008,141,5,2008-05-20,1.5,12.9,9.7,306,1081,NA
"L","Paul Lake",2008,141,5,2008-05-20,2,12.7,9.8,222,1062,NA
"L","Paul Lake",2008,141,5,2008-05-20,2.5,10.5,12.5,148,1070,NA
"L","Paul Lake",2008,141,5,2008-05-20,3,8.5,12.9,88.1,1064,NA
"L","Paul Lake",2008,141,5,2008-05-20,3.5,6.6,13.3,52.6,1062,NA
"L","Paul Lake",2008,141,5,2008-05-20,4,5.9,12.1,26.5,1067,NA
"L","Paul Lake",2008,141,5,2008-05-20,4.5,5.3,4.2,9.9,1070,NA
"L","Paul Lake",2008,141,5,2008-05-20,5,5,1,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,5.5,4.9,0.3,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,6,4.8,0.3,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,6.5,4.7,0.3,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,7,4.7,0.3,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,8,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,9,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,10,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,11,4.7,0.2,NA,NA,NA
"L","Paul Lake",2008,141,5,2008-05-20,12,4.7,0.2,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,0,16.6,8.9,1376,1251,NA
"R","Peter Lake",2008,147,5,2008-05-26,0.25,NA,NA,1266,1421,NA
"R","Peter Lake",2008,147,5,2008-05-26,0.5,16.6,9.1,966,1258,NA
"R","Peter Lake",2008,147,5,2008-05-26,0.75,NA,NA,807,1409,NA
"R","Peter Lake",2008,147,5,2008-05-26,1,16.4,9.2,671,1400,NA
"R","Peter Lake",2008,147,5,2008-05-26,1.5,16.2,9.3,439,1333,NA
"R","Peter Lake",2008,147,5,2008-05-26,2,15.1,9.7,326,1196,NA
"R","Peter Lake",2008,147,5,2008-05-26,2.5,11.8,11.8,128,628,NA
"R","Peter Lake",2008,147,5,2008-05-26,3,10.3,12.2,45.8,499,NA
"R","Peter Lake",2008,147,5,2008-05-26,3.5,7.8,12.4,53.2,1038,NA
"R","Peter Lake",2008,147,5,2008-05-26,4,6.5,10.6,37.9,1208,NA
"R","Peter Lake",2008,147,5,2008-05-26,4.5,5.7,5.8,20,920,NA
"R","Peter Lake",2008,147,5,2008-05-26,5,5.2,1.4,4.11,413,NA
"R","Peter Lake",2008,147,5,2008-05-26,5.5,4.9,0.6,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,6,4.8,0.4,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,6.5,4.6,0.4,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,7,4.5,0.3,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,8,4.4,0.3,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,9,4.4,0.3,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,10,4.4,0.3,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,11,4.4,0.3,NA,NA,NA
"R","Peter Lake",2008,147,5,2008-05-26,12,4.4,0.3,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,0,14.6,8.7,1122,1195,NA
"L","Paul Lake",2008,148,5,2008-05-27,0.25,NA,NA,916,1189,NA
"L","Paul Lake",2008,148,5,2008-05-27,0.5,14.6,8.5,656,1188,NA
"L","Paul Lake",2008,148,5,2008-05-27,0.75,NA,NA,597,1176,NA
"L","Paul Lake",2008,148,5,2008-05-27,1,14.6,8.6,434,1177,NA
"L","Paul Lake",2008,148,5,2008-05-27,1.5,14.5,8.5,258,1069,NA
"L","Paul Lake",2008,148,5,2008-05-27,2,14.5,8.5,193,1127,NA
"L","Paul Lake",2008,148,5,2008-05-27,2.5,13.2,10.6,136,1169,NA
"L","Paul Lake",2008,148,5,2008-05-27,3,10.5,12.1,96.8,1170,NA
"L","Paul Lake",2008,148,5,2008-05-27,3.5,8.2,12.6,58.7,1150,NA
"L","Paul Lake",2008,148,5,2008-05-27,4,7.1,11.7,34.1,1163,NA
"L","Paul Lake",2008,148,5,2008-05-27,4.5,6,8.1,15.1,1107,NA
"L","Paul Lake",2008,148,5,2008-05-27,5,5.4,1.7,7.99,1178,NA
"L","Paul Lake",2008,148,5,2008-05-27,5.5,5.2,0.4,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,6,5,0.4,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,6.5,4.8,0.3,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,7,4.8,0.3,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,8,4.8,0.3,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,9,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,10,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,11,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,148,5,2008-05-27,12,4.8,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,0,16.4,9.2,1251,1148,NA
"R","Peter Lake",2008,154,6,2008-06-02,0.25,NA,NA,1010,1172,NA
"R","Peter Lake",2008,154,6,2008-06-02,0.5,16.3,9.2,815,1158,NA
"R","Peter Lake",2008,154,6,2008-06-02,0.75,NA,NA,669,1160,NA
"R","Peter Lake",2008,154,6,2008-06-02,1,16.1,8.9,492,1147,NA
"R","Peter Lake",2008,154,6,2008-06-02,1.5,15.6,9.2,334,1159,NA
"R","Peter Lake",2008,154,6,2008-06-02,2,15.4,9.2,224,1135,NA
"R","Peter Lake",2008,154,6,2008-06-02,2.5,13.9,12.2,150,1134,NA
"R","Peter Lake",2008,154,6,2008-06-02,3,11.6,12.9,100,1142,NA
"R","Peter Lake",2008,154,6,2008-06-02,3.5,8.6,13.3,64.1,1129,NA
"R","Peter Lake",2008,154,6,2008-06-02,4,7.4,12.7,37.1,1110,NA
"R","Peter Lake",2008,154,6,2008-06-02,4.5,6.4,7,20.7,1109,NA
"R","Peter Lake",2008,154,6,2008-06-02,5,5.8,2.3,11.1,1096,NA
"R","Peter Lake",2008,154,6,2008-06-02,5.5,5.4,0.5,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,6,5,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,6.5,4.7,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,7,4.6,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,8,4.5,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,9,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,10,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,11,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,154,6,2008-06-02,12,4.4,0.2,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,0,15.9,8.5,397.2,427,NA
"L","Paul Lake",2008,155,6,2008-06-03,0.25,NA,NA,372.1,420,NA
"L","Paul Lake",2008,155,6,2008-06-03,0.5,15.9,8.5,281.2,414,NA
"L","Paul Lake",2008,155,6,2008-06-03,0.75,NA,NA,217.9,413,NA
"L","Paul Lake",2008,155,6,2008-06-03,1,16,8.4,130.8,408,NA
"L","Paul Lake",2008,155,6,2008-06-03,1.5,15.9,8.8,85.8,400,NA
"L","Paul Lake",2008,155,6,2008-06-03,2,15.5,8.8,73.5,398,NA
"L","Paul Lake",2008,155,6,2008-06-03,2.5,14,10,46,394,NA
"L","Paul Lake",2008,155,6,2008-06-03,3,12.5,11.1,38.5,393,NA
"L","Paul Lake",2008,155,6,2008-06-03,3.5,10,12.2,25.1,391,NA
"L","Paul Lake",2008,155,6,2008-06-03,4,8.1,12.6,18.5,370,NA
"L","Paul Lake",2008,155,6,2008-06-03,4.5,7.1,12,12.1,373,NA
"L","Paul Lake",2008,155,6,2008-06-03,5,6,4.3,5.73,380,NA
"L","Paul Lake",2008,155,6,2008-06-03,5.5,5.6,0.8,2.99,388,NA
"L","Paul Lake",2008,155,6,2008-06-03,6,5.1,0.6,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,6.5,5,0.4,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,7,4.9,0.3,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,8,4.9,0.3,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,9,4.8,0.3,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,10,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,11,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,155,6,2008-06-03,12,4.8,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,0,19.1,8.4,809,791,NA
"R","Peter Lake",2008,161,6,2008-06-09,0.25,NA,NA,677,790,NA
"R","Peter Lake",2008,161,6,2008-06-09,0.5,19.2,8.3,502,775,NA
"R","Peter Lake",2008,161,6,2008-06-09,0.75,NA,NA,399,786,NA
"R","Peter Lake",2008,161,6,2008-06-09,1,19.1,8.3,305,786,NA
"R","Peter Lake",2008,161,6,2008-06-09,1.5,18.3,8.7,202,759,NA
"R","Peter Lake",2008,161,6,2008-06-09,2,17.3,8.7,137,742,NA
"R","Peter Lake",2008,161,6,2008-06-09,2.5,14.8,11,91.8,702,NA
"R","Peter Lake",2008,161,6,2008-06-09,3,12,12.7,62.6,681,NA
"R","Peter Lake",2008,161,6,2008-06-09,3.5,9.4,13.2,44.4,684,NA
"R","Peter Lake",2008,161,6,2008-06-09,4,7.8,13.2,29.7,702,NA
"R","Peter Lake",2008,161,6,2008-06-09,4.5,6.8,7.9,15.5,720,NA
"R","Peter Lake",2008,161,6,2008-06-09,5,5.6,0.3,9.1,749,NA
"R","Peter Lake",2008,161,6,2008-06-09,5.5,5.2,0.3,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,6,4.9,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,6.5,4.7,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,7,4.6,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,8,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,9,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,10,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,11,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,161,6,2008-06-09,12,4.4,0.2,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,0,20,8.2,961,1099,NA
"L","Paul Lake",2008,162,6,2008-06-10,0.25,NA,NA,835,1179,NA
"L","Paul Lake",2008,162,6,2008-06-10,0.5,20.1,8,630,1196,NA
"L","Paul Lake",2008,162,6,2008-06-10,0.75,NA,NA,465,1205,NA
"L","Paul Lake",2008,162,6,2008-06-10,1,19.6,7.8,308,1204,NA
"L","Paul Lake",2008,162,6,2008-06-10,1.5,18.2,8.3,211,1202,NA
"L","Paul Lake",2008,162,6,2008-06-10,2,17,8.3,132,1199,NA
"L","Paul Lake",2008,162,6,2008-06-10,2.5,15.2,9.1,100,1206,NA
"L","Paul Lake",2008,162,6,2008-06-10,3,13,11.2,63.4,1222,NA
"L","Paul Lake",2008,162,6,2008-06-10,3.5,10.6,11.7,45.5,1240,NA
"L","Paul Lake",2008,162,6,2008-06-10,4,8.7,12,31.4,1244,NA
"L","Paul Lake",2008,162,6,2008-06-10,4.5,7.2,11,19.9,1262,NA
"L","Paul Lake",2008,162,6,2008-06-10,5,6.2,4.5,12.5,1268,NA
"L","Paul Lake",2008,162,6,2008-06-10,5.5,5.7,0.6,5.81,1009,NA
"L","Paul Lake",2008,162,6,2008-06-10,6,5.3,0.4,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,6.5,5.1,0.2,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,7,4.9,0.2,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,8,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,9,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,10,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,11,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,162,6,2008-06-10,12,4.8,0.1,NA,NA,NA
"R","Peter Lake",2008,168,6,2008-06-16,0,18.8,8.1,605,701,NA
"R","Peter Lake",2008,168,6,2008-06-16,0.25,NA,NA,489,647,NA
"R","Peter Lake",2008,168,6,2008-06-16,0.5,18.9,8,317,558,NA
"R","Peter Lake",2008,168,6,2008-06-16,0.75,NA,NA,241,529,NA
"R","Peter Lake",2008,168,6,2008-06-16,1,18.9,8,165,501,NA
"R","Peter Lake",2008,168,6,2008-06-16,1.5,18.9,8,125,501,NA
"R","Peter Lake",2008,168,6,2008-06-16,2,18.8,8,95.1,549,NA
"R","Peter Lake",2008,168,6,2008-06-16,2.5,16.8,9.9,77.6,600,NA
"R","Peter Lake",2008,168,6,2008-06-16,3,13.4,11.3,60.5,645,NA
"R","Peter Lake",2008,168,6,2008-06-16,3.5,10.4,10.7,42.6,630,NA
"R","Peter Lake",2008,168,6,2008-06-16,4,8.6,11.8,32.3,689,NA
"R","Peter Lake",2008,168,6,2008-06-16,4.5,7.4,4,18.6,566,NA
"R","Peter Lake",2008,168,6,2008-06-16,5,6.4,0.9,11.6,505,NA
"R","Peter Lake",2008,168,6,2008-06-16,5.5,5.4,0.3,7.07,504,NA
"R","Peter Lake",2008,168,6,2008-06-16,6,5,0.3,4.33,517,NA
"R","Peter Lake",2008,168,6,2008-06-16,6.5,4.8,0.2,NA,NA,NA
"R","Peter Lake",2008,168,6,2008-06-16,7,4.6,0.2,NA,NA,NA
"R","Peter Lake",2008,168,6,2008-06-16,8,4.5,0.2,NA,NA,NA
"R","Peter Lake",2008,168,6,2008-06-16,9,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,168,6,2008-06-16,10,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,168,6,2008-06-16,11,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,168,6,2008-06-16,12,4.4,0.2,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,0,17.8,8.2,1170,1121,NA
"L","Paul Lake",2008,169,6,2008-06-17,0.25,NA,NA,890,1125,NA
"L","Paul Lake",2008,169,6,2008-06-17,0.5,17.8,8,654,1080,NA
"L","Paul Lake",2008,169,6,2008-06-17,0.75,NA,NA,518,1083,NA
"L","Paul Lake",2008,169,6,2008-06-17,1,17.7,8,321,1057,NA
"L","Paul Lake",2008,169,6,2008-06-17,1.5,17.7,7.8,198,1076,NA
"L","Paul Lake",2008,169,6,2008-06-17,2,17.4,7.8,113,1056,NA
"L","Paul Lake",2008,169,6,2008-06-17,2.5,16.2,8.3,79.6,1040,NA
"L","Paul Lake",2008,169,6,2008-06-17,3,13.3,10.5,49.1,1045,NA
"L","Paul Lake",2008,169,6,2008-06-17,3.5,11.1,11.1,35.2,1043,NA
"L","Paul Lake",2008,169,6,2008-06-17,4,9.4,11.4,24.2,1056,NA
"L","Paul Lake",2008,169,6,2008-06-17,4.5,8.1,9.4,16.2,1071,NA
"L","Paul Lake",2008,169,6,2008-06-17,5,6.7,3.4,10.2,1050,NA
"L","Paul Lake",2008,169,6,2008-06-17,5.5,5.9,1,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,6,5.6,0.4,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,6.5,5.2,0.3,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,7,5,0.2,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,8,4.9,0.2,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,9,4.9,0.2,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,10,4.9,0.2,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,11,4.8,0.2,NA,NA,NA
"L","Paul Lake",2008,169,6,2008-06-17,12,4.9,0.2,NA,NA,NA
"R","Peter Lake",2008,175,6,2008-06-23,0,20.1,8.3,233,225,NA
"R","Peter Lake",2008,175,6,2008-06-23,0.25,NA,NA,173,219,NA
"R","Peter Lake",2008,175,6,2008-06-23,0.5,20.1,8.5,879,1118,NA
"R","Peter Lake",2008,175,6,2008-06-23,0.75,NA,NA,733,1130,NA
"R","Peter Lake",2008,175,6,2008-06-23,1,20,8.4,543,1144,NA
"R","Peter Lake",2008,175,6,2008-06-23,1.5,19.9,8.4,329,1131,NA
"R","Peter Lake",2008,175,6,2008-06-23,2,19.9,8.4,245,1187,NA
"R","Peter Lake",2008,175,6,2008-06-23,2.5,17.7,10.1,150,1113,NA
"R","Peter Lake",2008,175,6,2008-06-23,3,15.1,12.1,27.3,334,NA
"R","Peter Lake",2008,175,6,2008-06-23,3.5,11.9,12.3,84.6,1274,NA
"R","Peter Lake",2008,175,6,2008-06-23,4,9.5,9.1,56.1,1308,NA
"R","Peter Lake",2008,175,6,2008-06-23,4.5,8.1,3.7,38.1,1359,NA
"R","Peter Lake",2008,175,6,2008-06-23,5,6.7,0.6,26.5,1334,NA
"R","Peter Lake",2008,175,6,2008-06-23,5.5,5.8,0.4,19,1382,NA
"R","Peter Lake",2008,175,6,2008-06-23,6,5.2,0.3,10.7,1272,NA
"R","Peter Lake",2008,175,6,2008-06-23,6.5,5,0.2,NA,NA,NA
"R","Peter Lake",2008,175,6,2008-06-23,7,4.7,0.2,NA,NA,NA
"R","Peter Lake",2008,175,6,2008-06-23,8,4.6,0.2,NA,NA,NA
"R","Peter Lake",2008,175,6,2008-06-23,9,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,175,6,2008-06-23,10,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,175,6,2008-06-23,11,4.4,0.2,NA,NA,NA
"R","Peter Lake",2008,175,6,2008-06-23,12,4.4,0.2,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,0,20.8,7.6,395,420,NA
"L","Paul Lake",2008,176,6,2008-06-24,0.25,NA,NA,305,407,NA
"L","Paul Lake",2008,176,6,2008-06-24,0.5,20.9,7.8,220,410,NA
"L","Paul Lake",2008,176,6,2008-06-24,0.75,NA,NA,166,413,NA
"L","Paul Lake",2008,176,6,2008-06-24,1,20.8,7.7,116,413,NA
"L","Paul Lake",2008,176,6,2008-06-24,1.5,20.7,7.5,70.9,415,NA
"L","Paul Lake",2008,176,6,2008-06-24,2,19.7,7.7,47.1,417,NA
"L","Paul Lake",2008,176,6,2008-06-24,2.5,16.7,8.9,33.2,415,NA
"L","Paul Lake",2008,176,6,2008-06-24,3,14.4,10.1,23.9,422,NA
"L","Paul Lake",2008,176,6,2008-06-24,3.5,12.2,11.5,17.1,423,NA
"L","Paul Lake",2008,176,6,2008-06-24,4,9.6,11.8,12.1,423,NA
"L","Paul Lake",2008,176,6,2008-06-24,4.5,8.2,9.6,8.06,426,NA
"L","Paul Lake",2008,176,6,2008-06-24,5,7.1,3.4,4.94,427,NA
"L","Paul Lake",2008,176,6,2008-06-24,5.5,6.1,0.4,2.66,432,NA
"L","Paul Lake",2008,176,6,2008-06-24,6,5.8,0.3,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,6.5,5.4,0.3,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,7,5.2,0.2,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,8,5,0.2,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,9,4.9,0.2,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,10,4.9,0.2,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,11,4.9,0.2,NA,NA,NA
"L","Paul Lake",2008,176,6,2008-06-24,12,4.9,0.2,NA,NA,NA
"R","Peter Lake",2008,182,6,2008-06-30,0,21.3,8.4,1242,1137,NA
"R","Peter Lake",2008,182,6,2008-06-30,0.25,NA,NA,844,1167,NA
"R","Peter Lake",2008,182,6,2008-06-30,0.5,21.3,8.3,737,1183,NA
"R","Peter Lake",2008,182,6,2008-06-30,0.75,NA,NA,601,1190,NA
"R","Peter Lake",2008,182,6,2008-06-30,1,21.2,8.3,434,1153,NA
"R","Peter Lake",2008,182,6,2008-06-30,1.5,21.2,8.2,299,1143,NA
"R","Peter Lake",2008,182,6,2008-06-30,2,21.1,8.1,192,1134,NA
"R","Peter Lake",2008,182,6,2008-06-30,2.5,20,9.5,126,1094,NA
"R","Peter Lake",2008,182,6,2008-06-30,3,16.4,12.3,91.6,1119,NA
"R","Peter Lake",2008,182,6,2008-06-30,3.5,13.1,12.6,60.6,1122,NA
"R","Peter Lake",2008,182,6,2008-06-30,4,10.2,10.8,41.6,1134,NA
"R","Peter Lake",2008,182,6,2008-06-30,4.5,8,0.9,27.2,1135,NA
"R","Peter Lake",2008,182,6,2008-06-30,5,7.1,0.6,15,1026,NA
"R","Peter Lake",2008,182,6,2008-06-30,5.5,6.2,0.4,10.8,1106,NA
"R","Peter Lake",2008,182,6,2008-06-30,6,5.7,0.4,NA,NA,NA
"R","Peter Lake",2008,182,6,2008-06-30,6.5,5.3,0.3,NA,NA,NA
"R","Peter Lake",2008,182,6,2008-06-30,7,4.9,0.3,NA,NA,NA
"R","Peter Lake",2008,182,6,2008-06-30,8,4.6,0.2,NA,NA,NA
"R","Peter Lake",2008,182,6,2008-06-30,9,4.5,0.2,NA,NA,NA
