"lakename","year4","daynum","month","sampledate","depth","nutrient","concentration"
"Peter Lake",2013,199,7,2013-07-18,0.5,"tn_ug",320.88504
"Peter Lake",2013,199,7,2013-07-18,0.5,"tp_ug",17.86969
"Paul Lake",2013,200,7,2013-07-19,0.5,"tn_ug",349.56351
"Paul Lake",2013,200,7,2013-07-19,0.5,"tp_ug",-1.08395
"Peter Lake",2013,200,7,2013-07-19,0.5,"tn_ug",316.51392
"Peter Lake",2013,200,7,2013-07-19,0.5,"tp_ug",9.69361
"Paul Lake",2013,201,7,2013-07-20,0.5,"tn_ug",280.29807
"Paul Lake",2013,201,7,2013-07-20,0.5,"tp_ug",2.60148
"Peter Lake",2013,201,7,2013-07-20,0.5,"tn_ug",364.55421
"Peter Lake",2013,201,7,2013-07-20,0.5,"tp_ug",19.38722
"Paul Lake",2013,202,7,2013-07-21,0.5,"tn_ug",285.6639
"Paul Lake",2013,202,7,2013-07-21,0.5,"tp_ug",9.38391
"Peter Lake",2013,202,7,2013-07-21,0.5,"tn_ug",351.95922
"Peter Lake",2013,202,7,2013-07-21,0.5,"tp_ug",16.07343
"Paul Lake",2013,203,7,2013-07-22,0.5,"tn_ug",257.40573
"Paul Lake",2013,203,7,2013-07-22,0.5,"tp_ug",10.93241
"Peter Lake",2013,203,7,2013-07-22,4,"nh34",26.84257482
"Peter Lake",2013,203,7,2013-07-22,4,"no23",0.493444696
"Peter Lake",2013,203,7,2013-07-22,4,"po4",1.013300801
"Peter Lake",2013,203,7,2013-07-22,0.5,"tn_ug",380.72175
"Peter Lake",2013,203,7,2013-07-22,0.5,"tp_ug",19.63498
"Peter Lake",2013,203,7,2013-07-22,12,"nh34",660.8403832
"Peter Lake",2013,203,7,2013-07-22,12,"no23",2.961761354
"Peter Lake",2013,203,7,2013-07-22,12,"po4",27.91405423
"Paul Lake",2013,204,7,2013-07-23,4,"nh34",19.64637165
"Paul Lake",2013,204,7,2013-07-23,4,"no23",0.387179953
"Paul Lake",2013,204,7,2013-07-23,4,"po4",0.635369798
"Paul Lake",2013,204,7,2013-07-23,0.5,"tn_ug",291.53409
"Paul Lake",2013,204,7,2013-07-23,0.5,"tp_ug",-4.05707
"Paul Lake",2013,204,7,2013-07-23,9,"nh34",399.047729
"Paul Lake",2013,204,7,2013-07-23,9,"no23",4.289355109
"Paul Lake",2013,204,7,2013-07-23,9,"po4",1.170768495
"Peter Lake",2013,204,7,2013-07-23,0.5,"tn_ug",360.35121
"Peter Lake",2013,204,7,2013-07-23,0.5,"tp_ug",15.08239
"Paul Lake",2013,205,7,2013-07-24,0.5,"tn_ug",288.92823
"Paul Lake",2013,205,7,2013-07-24,0.5,"tp_ug",9.07421
"Peter Lake",2013,205,7,2013-07-24,0.5,"tn_ug",400.61595
"Peter Lake",2013,205,7,2013-07-24,0.5,"tp_ug",6.78243
"Paul Lake",2013,206,7,2013-07-25,0.5,"tn_ug",278.25261
"Paul Lake",2013,206,7,2013-07-25,0.5,"tp_ug",-4.52162
"Peter Lake",2013,206,7,2013-07-25,0.5,"tn_ug",427.94946
"Peter Lake",2013,206,7,2013-07-25,0.5,"tp_ug",23.38235
"Paul Lake",2013,207,7,2013-07-26,0.5,"tn_ug",278.3787
"Paul Lake",2013,207,7,2013-07-26,0.5,"tp_ug",-1.14589
"Peter Lake",2013,207,7,2013-07-26,0.5,"tn_ug",475.55544
"Peter Lake",2013,207,7,2013-07-26,0.5,"tp_ug",12.88352
"Paul Lake",2013,208,7,2013-07-27,0.5,"tn_ug",298.04874
"Paul Lake",2013,208,7,2013-07-27,0.5,"tp_ug",-0.09291
"Peter Lake",2013,208,7,2013-07-27,0.5,"tn_ug",497.74728
"Peter Lake",2013,208,7,2013-07-27,0.5,"tp_ug",29.48344
"Paul Lake",2013,209,7,2013-07-28,0.5,"tn_ug",263.6682
"Paul Lake",2013,209,7,2013-07-28,0.5,"tp_ug",1.36268
"Peter Lake",2013,209,7,2013-07-28,0.5,"tn_ug",465.77646
"Peter Lake",2013,209,7,2013-07-28,0.5,"tp_ug",31.43455
"Paul Lake",2013,210,7,2013-07-29,0.5,"tn_ug",267.15669
"Paul Lake",2013,210,7,2013-07-29,0.5,"tp_ug",10.37495
"Peter Lake",2013,210,7,2013-07-29,4,"nh34",23.16795352
"Peter Lake",2013,210,7,2013-07-29,4,"no23",1.119673607
"Peter Lake",2013,210,7,2013-07-29,4,"po4",0.50722422
"Peter Lake",2013,210,7,2013-07-29,0.5,"tn_ug",424.85325
"Peter Lake",2013,210,7,2013-07-29,0.5,"tp_ug",17.86969
"Peter Lake",2013,210,7,2013-07-29,12,"nh34",937.1170591
"Peter Lake",2013,210,7,2013-07-29,12,"no23",2.223299907
"Peter Lake",2013,210,7,2013-07-29,12,"po4",52.84109171
"Paul Lake",2013,211,7,2013-07-30,4,"nh34",30.15907595
"Paul Lake",2013,211,7,2013-07-30,4,"no23",0.713709157
"Paul Lake",2013,211,7,2013-07-30,4,"po4",2.154823188
"Paul Lake",2013,211,7,2013-07-30,0.5,"tn_ug",255.5424
"Paul Lake",2013,211,7,2013-07-30,0.5,"tp_ug",10.62271
"Paul Lake",2013,211,7,2013-07-30,9,"nh34",925.548859
"Paul Lake",2013,211,7,2013-07-30,9,"no23",8.800152545
"Paul Lake",2013,211,7,2013-07-30,9,"po4",1.677908219
"Peter Lake",2013,211,7,2013-07-30,0.5,"tn_ug",463.88511
"Peter Lake",2013,211,7,2013-07-30,0.5,"tp_ug",28.67822
"Paul Lake",2013,212,7,2013-07-31,0.5,"tn_ug",235.80231
"Paul Lake",2013,212,7,2013-07-31,0.5,"tp_ug",-4.80035
"Peter Lake",2013,212,7,2013-07-31,0.5,"tn_ug",420.84639
"Peter Lake",2013,212,7,2013-07-31,0.5,"tp_ug",16.32119
"Paul Lake",2013,214,8,2013-08-02,0.5,"tn_ug",460.01835
"Paul Lake",2013,214,8,2013-08-02,0.5,"tp_ug",24.93085
"Peter Lake",2013,214,8,2013-08-02,0.5,"tn_ug",402.59136
"Peter Lake",2013,214,8,2013-08-02,0.5,"tp_ug",24.21854
"Paul Lake",2013,215,8,2013-08-03,0.5,"tn_ug",291.53409
"Paul Lake",2013,215,8,2013-08-03,0.5,"tp_ug",1.48656
"Peter Lake",2013,215,8,2013-08-03,0.5,"tn_ug",338.92992
"Peter Lake",2013,215,8,2013-08-03,0.5,"tp_ug",21.3693
"Paul Lake",2013,216,8,2013-08-04,0.5,"tn_ug",255.4023
"Paul Lake",2013,216,8,2013-08-04,0.5,"tp_ug",21.02863
"Peter Lake",2013,216,8,2013-08-04,0.5,"tn_ug",351.03456
"Peter Lake",2013,216,8,2013-08-04,0.5,"tp_ug",18.61297
"Paul Lake",2013,217,8,2013-08-05,0.5,"tn_ug",310.93794
"Paul Lake",2013,217,8,2013-08-05,0.5,"tp_ug",16.87865
"Peter Lake",2013,217,8,2013-08-05,4,"nh34",26.67057037
"Peter Lake",2013,217,8,2013-08-05,4,"no23",0.383149609
"Peter Lake",2013,217,8,2013-08-05,4,"po4",0.706863373
"Peter Lake",2013,217,8,2013-08-05,0.5,"tn_ug",372.93219
"Peter Lake",2013,217,8,2013-08-05,0.5,"tp_ug",25.92189
"Peter Lake",2013,217,8,2013-08-05,12,"nh34",974.3872819
"Peter Lake",2013,217,8,2013-08-05,12,"no23",2.770224424
"Peter Lake",2013,217,8,2013-08-05,12,"po4",55.19694735
"Paul Lake",2013,218,8,2013-08-06,4,"nh34",28.29164744
"Paul Lake",2013,218,8,2013-08-06,4,"no23",1.124098856
"Paul Lake",2013,218,8,2013-08-06,4,"po4",0.722509304
"Paul Lake",2013,218,8,2013-08-06,0.5,"tn_ug",274.94625
"Paul Lake",2013,218,8,2013-08-06,0.5,"tp_ug",11.27308
"Paul Lake",2013,218,8,2013-08-06,9,"nh34",742.1752141
"Paul Lake",2013,218,8,2013-08-06,9,"no23",5.521699606
"Paul Lake",2013,218,8,2013-08-06,9,"po4",1.612435633
"Peter Lake",2013,218,8,2013-08-06,0.5,"tn_ug",462.52614
"Peter Lake",2013,218,8,2013-08-06,0.5,"tp_ug",24.86891
"Paul Lake",2013,219,8,2013-08-07,0.5,"tn_ug",299.70192
"Paul Lake",2013,219,8,2013-08-07,0.5,"tp_ug",1.26977
"Peter Lake",2013,219,8,2013-08-07,0.5,"tn_ug",493.5723
"Peter Lake",2013,219,8,2013-08-07,0.5,"tp_ug",34.65543
"Paul Lake",2013,220,8,2013-08-08,0.5,"tn_ug",252.99258
"Peter Lake",2013,220,8,2013-08-08,0.5,"tn_ug",460.76088
"Peter Lake",2013,220,8,2013-08-08,0.5,"tp_ug",17.37417
"Paul Lake",2013,221,8,2013-08-09,0.5,"tn_ug",263.19186
"Paul Lake",2013,221,8,2013-08-09,0.5,"tp_ug",-4.61453
"Peter Lake",2013,221,8,2013-08-09,0.5,"tn_ug",559.65747
"Peter Lake",2013,221,8,2013-08-09,0.5,"tp_ug",17.18835
"Paul Lake",2013,222,8,2013-08-10,0.5,"tn_ug",291.42201
"Paul Lake",2013,222,8,2013-08-10,0.5,"tp_ug",-4.08804
"Peter Lake",2013,222,8,2013-08-10,0.5,"tn_ug",365.73105
"Peter Lake",2013,222,8,2013-08-10,0.5,"tp_ug",18.2723
"Paul Lake",2013,223,8,2013-08-11,0.5,"tn_ug",238.98258
"Paul Lake",2013,223,8,2013-08-11,0.5,"tp_ug",-3.99513
"Peter Lake",2013,223,8,2013-08-11,0.5,"tn_ug",376.46271
"Peter Lake",2013,223,8,2013-08-11,0.5,"tp_ug",35.02707
"Paul Lake",2013,224,8,2013-08-12,0.5,"tn_ug",272.2143
"Paul Lake",2013,224,8,2013-08-12,0.5,"tp_ug",2.50857
"Peter Lake",2013,224,8,2013-08-12,4,"nh34",19.18118462
"Peter Lake",2013,224,8,2013-08-12,4,"no23",0.719612057
"Peter Lake",2013,224,8,2013-08-12,4,"po4",0.879360528
"Peter Lake",2013,224,8,2013-08-12,0.5,"tn_ug",396.23082
"Peter Lake",2013,224,8,2013-08-12,0.5,"tp_ug",15.73276
"Peter Lake",2013,224,8,2013-08-12,12,"nh34",930.0797137
"Peter Lake",2013,224,8,2013-08-12,12,"no23",3.952964893
"Peter Lake",2013,224,8,2013-08-12,12,"po4",51.95930269
"Paul Lake",2013,225,8,2013-08-13,4,"nh34",23.92725792
"Paul Lake",2013,225,8,2013-08-13,4,"no23",0.957886922
"Paul Lake",2013,225,8,2013-08-13,4,"po4",1.113459323
"Paul Lake",2013,225,8,2013-08-13,0.5,"tn_ug",254.89794
"Paul Lake",2013,225,8,2013-08-13,0.5,"tp_ug",1.64141
"Paul Lake",2013,225,8,2013-08-13,9,"nh34",803.9650597
"Paul Lake",2013,225,8,2013-08-13,9,"no23",7.003170602
"Paul Lake",2013,225,8,2013-08-13,9,"po4",1.769991913
"Peter Lake",2013,225,8,2013-08-13,0.5,"tn_ug",354.48102
"Peter Lake",2013,225,8,2013-08-13,0.5,"tp_ug",20.59505
"Paul Lake",2013,226,8,2013-08-14,0.5,"tn_ug",284.6832
"Paul Lake",2013,226,8,2013-08-14,0.5,"tp_ug",-4.11901
"Peter Lake",2013,226,8,2013-08-14,0.5,"tn_ug",375.39795
"Peter Lake",2013,226,8,2013-08-14,0.5,"tp_ug",18.21036
"Paul Lake",2013,227,8,2013-08-15,0.5,"tn_ug",346.95765
"Paul Lake",2013,227,8,2013-08-15,0.5,"tp_ug",-4.14998
"Peter Lake",2013,227,8,2013-08-15,0.5,"tn_ug",418.29657
"Peter Lake",2013,227,8,2013-08-15,0.5,"tp_ug",16.56895
"Paul Lake",2013,228,8,2013-08-16,0.5,"tn_ug",256.77528
"Paul Lake",2013,228,8,2013-08-16,0.5,"tp_ug",0.15485
"Peter Lake",2013,228,8,2013-08-16,0.5,"tn_ug",415.91487
"Peter Lake",2013,228,8,2013-08-16,0.5,"tp_ug",30.93903
"Paul Lake",2013,229,8,2013-08-17,0.5,"tn_ug",261.52467
"Paul Lake",2013,229,8,2013-08-17,0.5,"tp_ug",-5.63654
"Peter Lake",2013,229,8,2013-08-17,0.5,"tn_ug",406.90644
"Peter Lake",2013,229,8,2013-08-17,0.5,"tp_ug",22.05064
"Paul Lake",2013,230,8,2013-08-18,0.5,"tn_ug",435.89313
"Paul Lake",2013,230,8,2013-08-18,0.5,"tp_ug",0
"Peter Lake",2013,230,8,2013-08-18,0.5,"tn_ug",426.53445
"Peter Lake",2013,230,8,2013-08-18,0.5,"tp_ug",24.68309
"Paul Lake",2013,231,8,2013-08-19,0.5,"tn_ug",281.81115
"Paul Lake",2013,231,8,2013-08-19,0.5,"tp_ug",-4.80035
"Peter Lake",2013,231,8,2013-08-19,4,"nh34",28.55473674
"Peter Lake",2013,231,8,2013-08-19,4,"no23",1.161753376
"Peter Lake",2013,231,8,2013-08-19,4,"po4",2.07155376
"Peter Lake",2013,231,8,2013-08-19,0.5,"tn_ug",426.64653
"Peter Lake",2013,231,8,2013-08-19,0.5,"tp_ug",20.06856
"Peter Lake",2013,231,8,2013-08-19,12,"nh34",898.1553772
"Peter Lake",2013,231,8,2013-08-19,12,"no23",9.909287315
"Peter Lake",2013,231,8,2013-08-19,12,"po4",53.10989076
"Paul Lake",2013,232,8,2013-08-20,4,"nh34",23.18114073
"Paul Lake",2013,232,8,2013-08-20,4,"no23",2.195527114
"Paul Lake",2013,232,8,2013-08-20,4,"po4",0.760028442
"Paul Lake",2013,232,8,2013-08-20,0.5,"tn_ug",288.95625
"Paul Lake",2013,232,8,2013-08-20,0.5,"tp_ug",-4.49065
"Paul Lake",2013,232,8,2013-08-20,9,"nh34",936.636522
"Paul Lake",2013,232,8,2013-08-20,9,"no23",14.40633493
"Paul Lake",2013,232,8,2013-08-20,9,"po4",1.914241028
"Peter Lake",2013,232,8,2013-08-20,0.5,"tn_ug",553.9554
"Peter Lake",2013,232,8,2013-08-20,0.5,"tp_ug",16.56895
"Paul Lake",2013,233,8,2013-08-21,0.5,"tn_ug",243.47979
"Paul Lake",2013,233,8,2013-08-21,0.5,"tp_ug",-6.28691
"Peter Lake",2013,233,8,2013-08-21,0.5,"tn_ug",380.83383
"Peter Lake",2013,233,8,2013-08-21,0.5,"tp_ug",19.2014
"Paul Lake",2013,234,8,2013-08-22,0.5,"tn_ug",270.9534
"Paul Lake",2013,234,8,2013-08-22,0.5,"tp_ug",-4.58356
"Peter Lake",2013,234,8,2013-08-22,0.5,"tn_ug",450.37947
"Peter Lake",2013,234,8,2013-08-22,0.5,"tp_ug",24.09466
"Paul Lake",2013,235,8,2013-08-23,0.5,"tn_ug",271.85004
"Paul Lake",2013,235,8,2013-08-23,0.5,"tp_ug",-5.72945
"Peter Lake",2013,235,8,2013-08-23,0.5,"tn_ug",581.9754
"Peter Lake",2013,235,8,2013-08-23,0.5,"tp_ug",16.53798
"Paul Lake",2013,236,8,2013-08-24,0.5,"tn_ug",257.09751
"Paul Lake",2013,236,8,2013-08-24,0.5,"tp_ug",-3.93319
"Peter Lake",2013,236,8,2013-08-24,0.5,"tn_ug",505.15857
"Peter Lake",2013,236,8,2013-08-24,0.5,"tp_ug",22.63907
"Paul Lake",2013,237,8,2013-08-25,0.5,"tn_ug",314.1042
"Paul Lake",2013,237,8,2013-08-25,0.5,"tp_ug",-3.62349
"Peter Lake",2013,237,8,2013-08-25,0.5,"tn_ug",563.63631
"Peter Lake",2013,237,8,2013-08-25,0.5,"tp_ug",20.84281
"Paul Lake",2013,238,8,2013-08-26,0.5,"tn_ug",293.74767
"Paul Lake",2013,238,8,2013-08-26,0.5,"tp_ug",0.83619
"Peter Lake",2013,238,8,2013-08-26,4,"nh34",60.21775678
"Peter Lake",2013,238,8,2013-08-26,4,"no23",0.616220564
"Peter Lake",2013,238,8,2013-08-26,4,"po4",4.52028772
"Peter Lake",2013,238,8,2013-08-26,0.5,"tn_ug",474.89697
"Peter Lake",2013,238,8,2013-08-26,0.5,"tp_ug",14.12232
"Peter Lake",2013,238,8,2013-08-26,12,"nh34",878.2206183
"Peter Lake",2013,238,8,2013-08-26,12,"no23",7.743656088
"Peter Lake",2013,238,8,2013-08-26,12,"po4",52.4365439
"Paul Lake",2013,239,8,2013-08-27,4,"tn_ug",229.4284297
"Paul Lake",2013,239,8,2013-08-27,4,"tp_ug",-3.039289339
"Paul Lake",2013,239,8,2013-08-27,4,"nh34",23.83129248
"Paul Lake",2013,239,8,2013-08-27,4,"no23",0.846351808
"Paul Lake",2013,239,8,2013-08-27,4,"po4",0.803137011
"Paul Lake",2013,239,8,2013-08-27,0.5,"tn_ug",312.57711
"Paul Lake",2013,239,8,2013-08-27,0.5,"tp_ug",-3.46864
"Paul Lake",2013,239,8,2013-08-27,9,"tn_ug",1567.081456
"Paul Lake",2013,239,8,2013-08-27,9,"tp_ug",49.54736293
"Paul Lake",2013,239,8,2013-08-27,9,"nh34",1026.909751
"Paul Lake",2013,239,8,2013-08-27,9,"no23",7.395100731
"Paul Lake",2013,239,8,2013-08-27,9,"po4",1.815014692
"Peter Lake",2013,239,8,2013-08-27,0.5,"tn_ug",543.54597
"Peter Lake",2013,239,8,2013-08-27,0.5,"tp_ug",18.70588
"Paul Lake",2013,240,8,2013-08-28,0.5,"tn_ug",256.98543
"Paul Lake",2013,240,8,2013-08-28,0.5,"tp_ug",-4.18095
"Peter Lake",2013,240,8,2013-08-28,0.5,"tn_ug",457.49655
"Peter Lake",2013,240,8,2013-08-28,0.5,"tp_ug",11.24211
"Paul Lake",2013,241,8,2013-08-29,0.5,"tn_ug",268.62774
"Paul Lake",2013,241,8,2013-08-29,0.5,"tp_ug",-6.34885
"Peter Lake",2013,241,8,2013-08-29,0.5,"tn_ug",467.86395
"Peter Lake",2013,241,8,2013-08-29,0.5,"tp_ug",14.18426
"Paul Lake",2013,242,8,2013-08-30,0.5,"tn_ug",273.64332
"Paul Lake",2013,242,8,2013-08-30,0.5,"tp_ug",-4.39774
"Peter Lake",2013,242,8,2013-08-30,0.5,"tn_ug",494.31483
"Peter Lake",2013,242,8,2013-08-30,0.5,"tp_ug",12.26412
"Paul Lake",2013,243,8,2013-08-31,0.5,"tn_ug",324.1914
"Paul Lake",2013,243,8,2013-08-31,0.5,"tp_ug",-5.20296
"Peter Lake",2013,243,8,2013-08-31,4,"tn_ug",358.3789438
"Peter Lake",2013,243,8,2013-08-31,4,"tp_ug",15.44053434
"Peter Lake",2013,243,8,2013-08-31,0.5,"tn_ug",427.97748
"Peter Lake",2013,243,8,2013-08-31,0.5,"tp_ug",11.67569
"Peter Lake",2013,243,8,2013-08-31,12,"tn_ug",1196.084355
"Peter Lake",2013,243,8,2013-08-31,12,"tp_ug",93.91296417
"Paul Lake",2013,244,9,2013-09-01,0.5,"tn_ug",278.96712
"Paul Lake",2013,244,9,2013-09-01,0.5,"tp_ug",-5.72945
"Peter Lake",2013,244,9,2013-09-01,0.5,"tn_ug",448.02579
"Peter Lake",2013,244,9,2013-09-01,0.5,"tp_ug",15.20627
"Peter Lake",2014,139,5,2014-05-19,4,"nh34",24.9
"Peter Lake",2014,139,5,2014-05-19,4,"no23",125.2444444
"Peter Lake",2014,139,5,2014-05-19,4,"po4",1.566666667
"Peter Lake",2014,139,5,2014-05-19,12,"nh34",871.8
"Peter Lake",2014,139,5,2014-05-19,12,"no23",2.044444444
"Peter Lake",2014,139,5,2014-05-19,12,"po4",101.6666667
"Paul Lake",2014,140,5,2014-05-20,4,"nh34",33.6
"Paul Lake",2014,140,5,2014-05-20,4,"no23",52.94444444
"Paul Lake",2014,140,5,2014-05-20,4,"po4",-0.033333333
"Paul Lake",2014,140,5,2014-05-20,9,"nh34",691.4
"Paul Lake",2014,140,5,2014-05-20,9,"no23",1.644444444
"Paul Lake",2014,140,5,2014-05-20,9,"po4",33.86666667
"Paul Lake",2014,146,5,2014-05-26,0.5,"tn_ug",213
"Paul Lake",2014,146,5,2014-05-26,0.5,"tp_ug",8
"Peter Lake",2014,146,5,2014-05-26,4,"nh34",14.1
"Peter Lake",2014,146,5,2014-05-26,4,"no23",126.7444444
"Peter Lake",2014,146,5,2014-05-26,4,"po4",-0.233333333
"Peter Lake",2014,146,5,2014-05-26,0.5,"tn_ug",289
"Peter Lake",2014,146,5,2014-05-26,0.5,"tp_ug",16
"Peter Lake",2014,146,5,2014-05-26,12,"nh34",620.3
"Peter Lake",2014,146,5,2014-05-26,12,"no23",6.044444444
"Peter Lake",2014,146,5,2014-05-26,12,"po4",49.16666667
"Paul Lake",2014,147,5,2014-05-27,4,"nh34",-2.9
"Paul Lake",2014,147,5,2014-05-27,4,"no23",0.944444444
"Paul Lake",2014,147,5,2014-05-27,4,"po4",4.166666667
"Paul Lake",2014,147,5,2014-05-27,0.5,"tn_ug",207
"Paul Lake",2014,147,5,2014-05-27,0.5,"tp_ug",9
"Paul Lake",2014,147,5,2014-05-27,9,"nh34",910.1
"Paul Lake",2014,147,5,2014-05-27,9,"no23",0.544444444
"Paul Lake",2014,147,5,2014-05-27,9,"po4",49.26666667
"Peter Lake",2014,147,5,2014-05-27,0.5,"tn_ug",246
"Peter Lake",2014,147,5,2014-05-27,0.5,"tp_ug",11
"Paul Lake",2014,148,5,2014-05-28,0.5,"tn_ug",198
"Paul Lake",2014,148,5,2014-05-28,0.5,"tp_ug",9
"Peter Lake",2014,148,5,2014-05-28,0.5,"tn_ug",297
"Peter Lake",2014,148,5,2014-05-28,0.5,"tp_ug",12
"Paul Lake",2014,149,5,2014-05-29,0.5,"tn_ug",273
"Paul Lake",2014,149,5,2014-05-29,0.5,"tp_ug",9
"Peter Lake",2014,149,5,2014-05-29,0.5,"tn_ug",280
"Peter Lake",2014,149,5,2014-05-29,0.5,"tp_ug",8
"Paul Lake",2014,150,5,2014-05-30,0.5,"tn_ug",225
"Paul Lake",2014,150,5,2014-05-30,0.5,"tp_ug",10
"Peter Lake",2014,150,5,2014-05-30,0.5,"tn_ug",256
"Peter Lake",2014,150,5,2014-05-30,0.5,"tp_ug",9
"Paul Lake",2014,151,5,2014-05-31,0.5,"tn_ug",253
"Paul Lake",2014,151,5,2014-05-31,0.5,"tp_ug",25
"Peter Lake",2014,151,5,2014-05-31,0.5,"tn_ug",272
"Peter Lake",2014,151,5,2014-05-31,0.5,"tp_ug",12
"Paul Lake",2014,152,6,2014-06-01,0.5,"tn_ug",229
"Paul Lake",2014,152,6,2014-06-01,0.5,"tp_ug",6
"Peter Lake",2014,152,6,2014-06-01,0.5,"tn_ug",289
"Peter Lake",2014,152,6,2014-06-01,0.5,"tp_ug",9
"Paul Lake",2014,153,6,2014-06-02,0.5,"tn_ug",191
"Paul Lake",2014,153,6,2014-06-02,0.5,"tp_ug",5
"Peter Lake",2014,153,6,2014-06-02,4,"nh34",7
"Peter Lake",2014,153,6,2014-06-02,4,"no23",0.744444444
"Peter Lake",2014,153,6,2014-06-02,4,"po4",0.466666667
"Peter Lake",2014,153,6,2014-06-02,0.5,"tn_ug",325
"Peter Lake",2014,153,6,2014-06-02,0.5,"tp_ug",10
"Peter Lake",2014,153,6,2014-06-02,12,"nh34",817.7
"Peter Lake",2014,153,6,2014-06-02,12,"no23",0.044444444
"Peter Lake",2014,153,6,2014-06-02,12,"po4",89.86666667
"Paul Lake",2014,154,6,2014-06-03,4,"nh34",8.6
"Paul Lake",2014,154,6,2014-06-03,4,"no23",-1.155555556
"Paul Lake",2014,154,6,2014-06-03,4,"po4",0.966666667
"Paul Lake",2014,154,6,2014-06-03,0.5,"tn_ug",190
"Paul Lake",2014,154,6,2014-06-03,0.5,"tp_ug",5
"Paul Lake",2014,154,6,2014-06-03,9,"nh34",519.6
"Paul Lake",2014,154,6,2014-06-03,9,"no23",0.444444444
"Paul Lake",2014,154,6,2014-06-03,9,"po4",6.466666667
"Peter Lake",2014,154,6,2014-06-03,0.5,"tn_ug",294
"Peter Lake",2014,154,6,2014-06-03,0.5,"tp_ug",12
"Paul Lake",2014,155,6,2014-06-04,0.5,"tn_ug",217
"Paul Lake",2014,155,6,2014-06-04,0.5,"tp_ug",6
"Peter Lake",2014,155,6,2014-06-04,0.5,"tn_ug",293
"Peter Lake",2014,155,6,2014-06-04,0.5,"tp_ug",9
"Paul Lake",2014,156,6,2014-06-05,0.5,"tn_ug",213
"Paul Lake",2014,156,6,2014-06-05,0.5,"tp_ug",5
"Peter Lake",2014,156,6,2014-06-05,0.5,"tn_ug",284
"Peter Lake",2014,156,6,2014-06-05,0.5,"tp_ug",11
"Paul Lake",2014,157,6,2014-06-06,0.5,"tn_ug",199
"Paul Lake",2014,157,6,2014-06-06,0.5,"tp_ug",7
"Peter Lake",2014,157,6,2014-06-06,0.5,"tn_ug",296
"Peter Lake",2014,157,6,2014-06-06,0.5,"tp_ug",14
"Paul Lake",2014,158,6,2014-06-07,0.5,"tn_ug",218
"Paul Lake",2014,158,6,2014-06-07,0.5,"tp_ug",8
"Peter Lake",2014,158,6,2014-06-07,0.5,"tn_ug",332
"Peter Lake",2014,158,6,2014-06-07,0.5,"tp_ug",20
"Paul Lake",2014,159,6,2014-06-08,0.5,"tn_ug",250
"Paul Lake",2014,159,6,2014-06-08,0.5,"tp_ug",8
"Peter Lake",2014,159,6,2014-06-08,0.5,"tn_ug",310
"Peter Lake",2014,159,6,2014-06-08,0.5,"tp_ug",21
"Paul Lake",2014,160,6,2014-06-09,0.5,"tn_ug",211
"Paul Lake",2014,160,6,2014-06-09,0.5,"tp_ug",13
"Peter Lake",2014,160,6,2014-06-09,4,"nh34",2.7
"Peter Lake",2014,160,6,2014-06-09,4,"no23",1.244444444
"Peter Lake",2014,160,6,2014-06-09,4,"po4",0.066666667
"Peter Lake",2014,160,6,2014-06-09,0.5,"tn_ug",301
"Peter Lake",2014,160,6,2014-06-09,0.5,"tp_ug",19
"Peter Lake",2014,160,6,2014-06-09,12,"nh34",715.7
"Peter Lake",2014,160,6,2014-06-09,12,"no23",1.244444444
"Peter Lake",2014,160,6,2014-06-09,12,"po4",46.16666667
"Paul Lake",2014,161,6,2014-06-10,4,"nh34",1.7
"Paul Lake",2014,161,6,2014-06-10,4,"no23",0.444444444
"Paul Lake",2014,161,6,2014-06-10,4,"po4",0.166666667
"Paul Lake",2014,161,6,2014-06-10,0.5,"tn_ug",198
"Paul Lake",2014,161,6,2014-06-10,0.5,"tp_ug",7
"Paul Lake",2014,161,6,2014-06-10,9,"nh34",482.4
"Paul Lake",2014,161,6,2014-06-10,9,"no23",5.744444444
"Paul Lake",2014,161,6,2014-06-10,9,"po4",0.266666667
"Peter Lake",2014,161,6,2014-06-10,0.5,"tn_ug",308
"Peter Lake",2014,161,6,2014-06-10,0.5,"tp_ug",16
"Paul Lake",2014,162,6,2014-06-11,0.5,"tn_ug",219
"Paul Lake",2014,162,6,2014-06-11,0.5,"tp_ug",7
"Peter Lake",2014,162,6,2014-06-11,0.5,"tn_ug",400
"Peter Lake",2014,162,6,2014-06-11,0.5,"tp_ug",25
"Paul Lake",2014,163,6,2014-06-12,0.5,"tn_ug",283
"Paul Lake",2014,163,6,2014-06-12,0.5,"tp_ug",11
"Peter Lake",2014,163,6,2014-06-12,0.5,"tn_ug",305
"Peter Lake",2014,163,6,2014-06-12,0.5,"tp_ug",20
"Paul Lake",2014,164,6,2014-06-13,0.5,"tn_ug",258
"Paul Lake",2014,164,6,2014-06-13,0.5,"tp_ug",12
"Peter Lake",2014,164,6,2014-06-13,0.5,"tn_ug",329
"Peter Lake",2014,164,6,2014-06-13,0.5,"tp_ug",19
"Paul Lake",2014,165,6,2014-06-14,0.5,"tn_ug",259
"Paul Lake",2014,165,6,2014-06-14,0.5,"tp_ug",11
"Peter Lake",2014,165,6,2014-06-14,0.5,"tn_ug",305
"Peter Lake",2014,165,6,2014-06-14,0.5,"tp_ug",20
"Paul Lake",2014,166,6,2014-06-15,0.5,"tn_ug",252
