"plotID","trapID","collectDate","functionalGroup","dryMass","qaDryMass","subplotID","decimalLatitude","decimalLongitude","elevation","nlcdClass","plotType","geodeticDatum"
"NIWO_062","NIWO_062_050","2019-07-02","Twigs/branches",0.2,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-02","Mixed",2.31,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-02","Flowers",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-02","Needles",0.64,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-02","Woody material",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-02","Leaves",0.39,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-02","Seeds",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-02","Flowers",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Mixed",0.1,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Mixed",1.63,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Woody material",0.12,"Y",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Needles",8.06,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Needles",0.47,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Leaves",0,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Flowers",0.22,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Woody material",0.02,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Mixed",0.15,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Twigs/branches",2,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Needles",8.86,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Seeds",0.005,"Y",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Seeds",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Other",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Leaves",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Seeds",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Woody material",1.29,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Twigs/branches",0.01,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Woody material",0.11,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Twigs/branches",1.47,"Y",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Leaves",0.005,"Y",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Woody material",1.96,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Leaves",0,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Mixed",0.58,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Other",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Seeds",0.01,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Flowers",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Flowers",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Leaves",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-02","Needles",1.45,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Needles",8.06,"Y",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Seeds",0.03,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Twigs/branches",1.48,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-02","Other",0.07,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-02","Flowers",0.04,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-02","Other",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Flowers",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Mixed",5.93,"Y",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Mixed",2.37,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Mixed",24.6,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Other",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Twigs/branches",2.78,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Leaves",0.08,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Twigs/branches",2.82,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Flowers",0.05,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Leaves",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Leaves",0.02,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Twigs/branches",1.2,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Mixed",5.93,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Leaves",0.02,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Seeds",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Flowers",0.08,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Woody material",0.06,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Needles",8.56,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Woody material",0.33,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Seeds",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Needles",3.91,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Twigs/branches",1.18,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-07-31","Woody material",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Woody material",0.07,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2019-07-31","Other",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Needles",14.75,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Other",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-07-31","Seeds",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Flowers",0.16,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Mixed",4.1,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Leaves",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Other",0.02,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Twigs/branches",3.2,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Woody material",0.44,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Woody material",0.44,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Seeds",0.1,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-02","Needles",5.87,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Woody material",0.005,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Twigs/branches",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Seeds",0.005,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Other",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Mixed",0.05,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Needles",1.77,"Y",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Flowers",0.005,"Y",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Needles",1.78,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Flowers",0.005,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-02","Leaves",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Needles",2.36,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Woody material",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Needles",1.38,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Other",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Other",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Flowers",0.75,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Leaves",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Woody material",0.02,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Mixed",0.03,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Seeds",0.005,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Woody material",0.07,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Other",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Needles",2.24,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Woody material",0.01,"Y",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Mixed",1.1,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Mixed",1.26,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Needles",1.4,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Other",0,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Flowers",0.56,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Seeds",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Woody material",0.01,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Mixed",0.01,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Needles",2.37,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Needles",0.09,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Woody material",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Needles",7.44,"Y",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Twigs/branches",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Twigs/branches",0.91,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Other",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Leaves",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Woody material",0.01,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Seeds",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Flowers",0.45,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Mixed",0.32,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Leaves",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Flowers",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Flowers",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-07-31","Flowers",0.25,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Woody material",3.92,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Twigs/branches",0.27,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Mixed",0.01,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Flowers",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Needles",7.41,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Leaves",0,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Seeds",0.005,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Twigs/branches",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-07-31","Leaves",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Leaves",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Seeds",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Other",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Needles",0.89,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Seeds",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Flowers",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Twigs/branches",7.13,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Mixed",1.07,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Mixed",0.14,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Seeds",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Leaves",0,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Leaves",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-07-31","Twigs/branches",0.07,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-07-31","Other",0,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Other",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-07-31","Twigs/branches",0.23,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-07-31","Mixed",0.78,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-07-31","Seeds",0.1,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-07-31","Woody material",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-08-28","Other",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-08-28","Needles",3.42,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-08-28","Flowers",0.16,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-08-28","Other",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-08-28","Mixed",0.15,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_067","NIWO_067_017","2019-08-28","Seeds",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-08-28","Woody material",1.15,"Y",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-08-28","Seeds",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-08-28","Flowers",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-08-28","Woody material",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-08-28","Flowers",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-08-28","Mixed",0.13,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-08-28","Leaves",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2019-08-28","Flowers",0.19,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-08-28","Flowers",0.18,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_051","NIWO_051_045","2019-08-28","Twigs/branches",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-08-28","Flowers",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2019-08-28","Mixed",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-08-28","Leaves",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-08-28","Leaves",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-08-28","Leaves",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-08-28","Mixed",0.66,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-08-28","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-08-28","Seeds",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-08-28","Needles",0.35,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2019-08-28","Other",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-08-28","Other",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-08-28","Twigs/branches",0.08,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2019-08-28","Seeds",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2019-08-28","Other",0,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2019-08-28","Woody material",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2019-08-28","Twigs/branches",0.14,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-08-28","Mixed",0.2,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2019-08-28","Seeds",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2019-08-28","Woody material",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2019-08-28","Woody material",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2019-08-28","Flowers",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
