"lakeid","lakename","year4","daynum","sampledate","depth_id","depth","tn_ug","tp_ug","nh34","no23","po4","comments"
"R","Peter Lake",2010,235,2010-08-23,-1,NA,285.7660514,1.805716007,NA,NA,NA,""
"L","Paul Lake",2010,236,2010-08-24,-1,NA,217.6875225,2.613104325,NA,NA,NA,""
"R","Peter Lake",2011,136,2011-05-16,-1,NA,445.7459784,32.57295671,NA,NA,NA,""
"L","Paul Lake",2011,137,2011-05-17,-1,NA,287.4225875,4.795147168,NA,NA,NA,""
"R","Peter Lake",2011,143,2011-05-23,-1,NA,286.1566727,13.40075066,NA,NA,NA,""
"L","Paul Lake",2011,144,2011-05-24,-1,NA,211.0994894,6.284476513,NA,NA,NA,""
"R","Peter Lake",2011,150,2011-05-30,-1,NA,254.3040975,5.083113117,NA,NA,NA,""
"L","Paul Lake",2011,151,2011-05-31,-1,NA,231.2469287,2.238751416,NA,NA,NA,""
"R","Peter Lake",2011,157,2011-06-06,-1,NA,498.6945315,3.109579054,NA,NA,NA,""
"L","Paul Lake",2011,158,2011-06-07,-1,NA,455.7364396,3.460893559,NA,NA,NA,""
"R","Peter Lake",2011,164,2011-06-13,-1,NA,387.4699752,8.820467324,NA,NA,NA,""
"L","Paul Lake",2011,165,2011-06-14,-1,NA,528.9521884,5.189469863,NA,NA,NA,""
"R","Peter Lake",2011,171,2011-06-20,-1,NA,538.1025414,6.209417377,NA,NA,NA,""
"L","Paul Lake",2011,173,2011-06-22,-1,NA,740.2776538,7.047533308,NA,NA,NA,""
"R","Peter Lake",2011,178,2011-06-27,-1,NA,405.0873406,10.06365563,NA,NA,NA,""
"L","Paul Lake",2011,179,2011-06-28,-1,NA,558.1678447,10.71305892,NA,NA,NA,""
"R","Peter Lake",2011,185,2011-07-04,-1,NA,596.1058714,7.059185217,NA,NA,NA,""
"L","Paul Lake",2011,186,2011-07-05,-1,NA,567.1134802,4.595817727,NA,NA,NA,""
"R","Peter Lake",2011,192,2011-07-11,-1,NA,355.3618025,6.134729587,NA,NA,NA,""
"L","Paul Lake",2011,193,2011-07-12,-1,NA,268.2124466,7.831485001,NA,NA,NA,""
"R","Peter Lake",2011,199,2011-07-18,-1,NA,354.2733759,-1.351206138,NA,NA,NA,""
"L","Paul Lake",2011,200,2011-07-19,-1,NA,305.1316439,5.220437919,NA,NA,NA,""
"R","Peter Lake",2011,206,2011-07-25,-1,NA,292.4525381,4.990912034,NA,NA,NA,""
"L","Paul Lake",2011,207,2011-07-26,-1,NA,343.8330724,7.181632156,NA,NA,NA,""
"R","Peter Lake",2011,213,2011-08-01,-1,NA,267.0150712,5.907102086,NA,NA,NA,""
"L","Paul Lake",2011,215,2011-08-03,-1,NA,458.9749732,7.478764988,NA,NA,NA,""
"R","Peter Lake",2011,221,2011-08-09,-1,NA,385.055523,10.88024096,NA,NA,NA,""
"L","Paul Lake",2011,222,2011-08-10,-1,NA,290.0007367,3.877446354,NA,NA,NA,""
"R","Peter Lake",2011,227,2011-08-15,-1,NA,366.3374603,0.876711051,NA,NA,NA,""
"L","Paul Lake",2011,228,2011-08-16,-1,NA,312.781769,6.27334159,NA,NA,NA,""
"R","Peter Lake",2011,234,2011-08-22,-1,NA,363.0710001,1.187144456,NA,NA,NA,""
"L","Paul Lake",2011,235,2011-08-23,-1,NA,284.9642746,5.142445477,NA,NA,NA,""
"R","Peter Lake",2011,241,2011-08-29,-1,NA,313.2026563,0.051223328,NA,NA,NA,""
"L","Paul Lake",2011,242,2011-08-30,-1,NA,305.918783,3.473332981,NA,NA,NA,""
"R","Peter Lake",2012,142,2012-05-21,-1,NA,413.7087132,8.467201326,NA,NA,NA,""
"L","Paul Lake",2012,143,2012-05-22,-1,NA,351.6941554,26.58926799,NA,NA,NA,""
"R","Peter Lake",2012,149,2012-05-28,-1,NA,523.9465847,11.30293561,NA,NA,NA,""
"L","Paul Lake",2012,150,2012-05-29,-1,NA,320.3229164,9.933879163,NA,NA,NA,""
"R","Peter Lake",2012,156,2012-06-04,-1,NA,358.7668984,7.216048478,NA,NA,NA,""
"L","Paul Lake",2012,157,2012-06-05,-1,NA,410.388399,18.64111032,NA,NA,NA,""
"R","Peter Lake",2012,163,2012-06-11,-1,NA,621.3296671,9.118681365,NA,NA,NA,""
"L","Paul Lake",2012,164,2012-06-12,-1,NA,469.9610128,14.5599846,NA,NA,NA,""
"R","Peter Lake",2012,170,2012-06-18,-1,NA,483.4284025,10.60931064,NA,NA,NA,""
"L","Paul Lake",2012,171,2012-06-19,-1,NA,359.5324848,12.28541487,NA,NA,NA,""
"R","Peter Lake",2012,177,2012-06-25,-1,NA,345.3525988,11.50238983,NA,NA,NA,""
"L","Paul Lake",2012,178,2012-06-26,-1,NA,451.4461465,21.01359504,NA,NA,NA,""
"R","Peter Lake",2012,184,2012-07-02,-1,NA,465.4211967,7.745677083,NA,NA,NA,""
"L","Paul Lake",2012,185,2012-07-03,-1,NA,371.492622,20.97426009,NA,NA,NA,""
"R","Peter Lake",2012,191,2012-07-09,-1,NA,406.2592616,10.48402399,NA,NA,NA,""
"L","Paul Lake",2012,192,2012-07-10,-1,NA,643.0339398,17.49166406,NA,NA,NA,""
"R","Peter Lake",2012,198,2012-07-16,-1,NA,471.962677,7.284703436,NA,NA,NA,""
"L","Paul Lake",2012,199,2012-07-17,-1,NA,547.1792208,16.1361021,NA,NA,NA,""
"R","Peter Lake",2012,205,2012-07-23,-1,NA,531.7860418,3.859299293,NA,NA,NA,""
"L","Paul Lake",2012,206,2012-07-24,-1,NA,409.0429632,-4.178653339,NA,NA,NA,""
"R","Peter Lake",2012,212,2012-07-30,-1,NA,469.1312062,12.60038914,NA,NA,NA,""
"L","Paul Lake",2012,213,2012-07-31,-1,NA,465.6197289,16.2510778,NA,NA,NA,""
"R","Peter Lake",2012,219,2012-08-06,-1,NA,534.3098169,2.713842799,NA,NA,NA,""
"L","Paul Lake",2012,220,2012-08-07,-1,NA,371.1135564,21.94523498,NA,NA,NA,""
"R","Peter Lake",2012,226,2012-08-13,-1,NA,508.3790276,19.78698661,NA,NA,NA,""
"L","Paul Lake",2012,227,2012-08-14,-1,NA,360.7994289,0.805425935,NA,NA,NA,""
"R","Peter Lake",2012,233,2012-08-20,-1,NA,480.0873927,6.405803215,NA,NA,NA,""
"L","Paul Lake",2012,234,2012-08-21,-1,NA,370.4889654,16.06906778,NA,NA,NA,""
"L","Paul Lake",2012,240,2012-08-27,-1,NA,514.5757232,1.55101708,NA,NA,NA,""
"R","Peter Lake",2012,240,2012-08-27,-1,NA,355.8704501,10.15348429,NA,NA,NA,""
"R","Peter Lake",2013,140,2013-05-20,-1,NA,NA,NA,98.02103296,1.291053216,3.145639051,""
"R","Peter Lake",2013,140,2013-05-20,-2,4,NA,NA,112.7714062,1.356429922,4.589661885,""
"R","Peter Lake",2013,140,2013-05-20,7,12,NA,NA,738.3518774,3.579194717,6.953871049,""
"L","Paul Lake",2013,141,2013-05-21,-1,NA,NA,NA,89.71361794,10.24496308,3.25190402,""
"L","Paul Lake",2013,141,2013-05-21,-2,4,NA,NA,78.47115004,2.079438282,3.449531891,""
"L","Paul Lake",2013,141,2013-05-21,7,9,NA,NA,852.0376175,4.305231409,22.29381664,""
"L","Paul Lake",2013,147,2013-05-27,1,0.5,285.53781,10.87047,NA,NA,NA,""
"R","Peter Lake",2013,147,2013-05-27,-1,NA,NA,NA,44.21115325,0.527777274,0.73979892,""
"R","Peter Lake",2013,147,2013-05-27,-2,4,NA,NA,23.03676296,0.241207798,2.62419137,""
"R","Peter Lake",2013,147,2013-05-27,1,0.5,360.04299,10.46786,NA,NA,NA,""
"R","Peter Lake",2013,147,2013-05-27,7,12,NA,NA,621.9543717,1.704934701,7.021696186,""
"L","Paul Lake",2013,148,2013-05-28,-1,NA,NA,NA,41.0740026,1.856236433,1.079537169,""
"L","Paul Lake",2013,148,2013-05-28,-2,4,NA,NA,22.44185527,0.452991595,0.968681548,""
"L","Paul Lake",2013,148,2013-05-28,1,0.5,268.30551,2.10596,NA,NA,NA,""
"L","Paul Lake",2013,148,2013-05-28,7,9,NA,NA,824.3473468,4.960482358,5.965685943,""
"R","Peter Lake",2013,148,2013-05-28,1,0.5,368.44899,3.49961,NA,NA,NA,""
"L","Paul Lake",2013,149,2013-05-29,1,0.5,260.55798,8.57869,NA,NA,NA,""
"R","Peter Lake",2013,149,2013-05-29,1,0.5,352.61769,4.14998,NA,NA,NA,""
"L","Paul Lake",2013,150,2013-05-30,1,0.5,249.27993,2.60148,NA,NA,NA,""
"R","Peter Lake",2013,150,2013-05-30,1,0.5,371.53119,2.91118,NA,NA,NA,""
"L","Paul Lake",2013,151,2013-05-31,1,0.5,286.56054,2.94215,NA,NA,NA,""
"R","Peter Lake",2013,151,2013-05-31,1,0.5,373.29645,12.82158,NA,NA,NA,""
"L","Paul Lake",2013,152,2013-06-01,1,0.5,257.89608,10.34398,NA,NA,NA,""
"R","Peter Lake",2013,152,2013-06-01,1,0.5,370.73262,4.92423,NA,NA,NA,""
"L","Paul Lake",2013,153,2013-06-02,1,0.5,202.89282,9.19809,NA,NA,NA,""
"R","Peter Lake",2013,153,2013-06-02,1,0.5,282.09135,-0.15485,NA,NA,NA,""
"L","Paul Lake",2013,154,2013-06-03,1,0.5,268.31952,4.36677,NA,NA,NA,""
"R","Peter Lake",2013,154,2013-06-03,-1,NA,NA,NA,35.92826103,0.750680108,0.888115788,""
"R","Peter Lake",2013,154,2013-06-03,-2,4,NA,NA,20.76989287,0.273784021,0.912048347,""
"R","Peter Lake",2013,154,2013-06-03,1,0.5,288.47991,-3.097,NA,NA,NA,""
"R","Peter Lake",2013,154,2013-06-03,7,12,NA,NA,707.7368887,0.629656744,18.51837573,""
"L","Paul Lake",2013,155,2013-06-04,-1,NA,NA,NA,49.71498238,0.749762431,0.940528195,""
"L","Paul Lake",2013,155,2013-06-04,-2,4,NA,NA,22.19829446,0.40663362,1.442882968,""
"L","Paul Lake",2013,155,2013-06-04,1,0.5,304.00299,8.14511,NA,NA,NA,""
"L","Paul Lake",2013,155,2013-06-04,7,9,NA,NA,751.8310386,3.477590647,5.524906885,""
"R","Peter Lake",2013,155,2013-06-04,1,0.5,275.24046,9.75555,NA,NA,NA,""
"L","Paul Lake",2013,156,2013-06-05,1,0.5,227.42433,4.3358,NA,NA,NA,""
"R","Peter Lake",2013,156,2013-06-05,1,0.5,324.54165,7.52571,NA,NA,NA,""
"L","Paul Lake",2013,157,2013-06-06,1,0.5,278.70093,6.75146,NA,NA,NA,""
"R","Peter Lake",2013,157,2013-06-06,1,0.5,275.77284,9.04324,NA,NA,NA,""
"L","Paul Lake",2013,158,2013-06-07,1,0.5,210.75243,5.63654,NA,NA,NA,""
"R","Peter Lake",2013,158,2013-06-07,1,0.5,273.50322,9.69361,NA,NA,NA,""
"L","Paul Lake",2013,159,2013-06-08,1,0.5,246.53397,3.90222,NA,NA,NA,""
"R","Peter Lake",2013,159,2013-06-08,1,0.5,291.71622,4.11901,NA,NA,NA,""
"L","Paul Lake",2013,160,2013-06-09,1,0.5,279.48549,2.91118,NA,NA,NA,""
"R","Peter Lake",2013,160,2013-06-09,1,0.5,311.80656,4.86229,NA,NA,NA,""
"L","Paul Lake",2013,161,2013-06-10,1,0.5,304.98369,1.08395,NA,NA,NA,""
"R","Peter Lake",2013,161,2013-06-10,-1,NA,NA,NA,8.652488549,-0.011655437,0.566221493,""
"R","Peter Lake",2013,161,2013-06-10,-2,4,NA,NA,41.35275229,0.811183365,1.138699439,""
"R","Peter Lake",2013,161,2013-06-10,1,0.5,351.02055,4.92423,NA,NA,NA,""
"R","Peter Lake",2013,161,2013-06-10,7,12,NA,NA,642.1989998,2.264620456,5.791462899,""
"L","Paul Lake",2013,162,2013-06-11,-1,NA,NA,NA,39.20876405,0.592654278,0.992740325,""
"L","Paul Lake",2013,162,2013-06-11,-2,4,NA,NA,26.08786483,0.210888307,1.140741973,""
"L","Paul Lake",2013,162,2013-06-11,1,0.5,284.403,0.49552,NA,NA,NA,""
"L","Paul Lake",2013,162,2013-06-11,7,9,NA,NA,347.1895139,1.591715687,2.342469022,""
"R","Peter Lake",2013,162,2013-06-11,1,0.5,323.85516,18.48909,NA,NA,NA,""
"L","Paul Lake",2013,163,2013-06-12,1,0.5,193.94043,5.11005,NA,NA,NA,""
"R","Peter Lake",2013,163,2013-06-12,1,0.5,305.92236,6.13206,NA,NA,NA,""
"L","Paul Lake",2013,164,2013-06-13,1,0.5,285.01944,3.84028,NA,NA,NA,""
"R","Peter Lake",2013,164,2013-06-13,1,0.5,355.54578,6.62758,NA,NA,NA,""
"L","Paul Lake",2013,165,2013-06-14,1,0.5,255.22017,-0.80522,NA,NA,NA,""
"R","Peter Lake",2013,165,2013-06-14,1,0.5,330.79011,7.18504,NA,NA,NA,""
"L","Paul Lake",2013,166,2013-06-15,1,0.5,223.61361,-1.57947,NA,NA,NA,""
"R","Peter Lake",2013,166,2013-06-15,1,0.5,324.93393,6.22497,NA,NA,NA,""
"L","Paul Lake",2013,167,2013-06-16,1,0.5,337.69704,4.73841,NA,NA,NA,""
"R","Peter Lake",2013,167,2013-06-16,1,0.5,342.29232,3.18991,NA,NA,NA,""
"L","Paul Lake",2013,168,2013-06-17,1,0.5,262.89765,1.36268,NA,NA,NA,""
"R","Peter Lake",2013,168,2013-06-17,-1,NA,NA,NA,73.52148578,3.280815968,0.739944869,""
"R","Peter Lake",2013,168,2013-06-17,-2,4,NA,NA,44.67702858,0.362825271,1.052830352,""
"R","Peter Lake",2013,168,2013-06-17,1,0.5,373.99695,2.13693,NA,NA,NA,""
"R","Peter Lake",2013,168,2013-06-17,7,12,NA,NA,663.7216337,2.27605054,14.30818982,""
"L","Paul Lake",2013,169,2013-06-18,-1,NA,NA,NA,39.94621432,0.618093596,15.18801616,""
"L","Paul Lake",2013,169,2013-06-18,-2,4,NA,NA,30.70810834,0.298833897,1.156002498,""
"L","Paul Lake",2013,169,2013-06-18,1,0.5,293.76168,1.26977,NA,NA,NA,""
"L","Paul Lake",2013,169,2013-06-18,7,9,NA,NA,682.6035878,3.290562264,2.861779793,""
"R","Peter Lake",2013,169,2013-06-18,1,0.5,336.64629,3.4067,NA,NA,NA,""
"L","Paul Lake",2013,170,2013-06-19,1,0.5,255.65448,1.95111,NA,NA,NA,""
"R","Peter Lake",2013,170,2013-06-19,1,0.5,324.52764,2.19887,NA,NA,NA,""
"L","Paul Lake",2013,171,2013-06-20,1,0.5,265.95183,0.71231,NA,NA,NA,""
"R","Peter Lake",2013,171,2013-06-20,1,0.5,392.47614,2.7873,NA,NA,NA,""
"L","Paul Lake",2013,172,2013-06-21,1,0.5,302.4759,5.5746,NA,NA,NA,""
"R","Peter Lake",2013,172,2013-06-21,1,0.5,335.86173,2.01305,NA,NA,NA,""
"L","Paul Lake",2013,173,2013-06-22,1,0.5,325.98468,2.01305,NA,NA,NA,""
"R","Peter Lake",2013,173,2013-06-22,1,0.5,342.60054,2.4776,NA,NA,NA,""
"L","Paul Lake",2013,174,2013-06-23,1,0.5,281.85318,10.74659,NA,NA,NA,""
"R","Peter Lake",2013,174,2013-06-23,1,0.5,372.17565,1.51753,NA,NA,NA,""
"L","Paul Lake",2013,175,2013-06-24,1,0.5,298.31493,1.76529,NA,NA,NA,""
"R","Peter Lake",2013,175,2013-06-24,-1,NA,NA,NA,45.48910635,12.70180455,83.29358757,""
"R","Peter Lake",2013,175,2013-06-24,-2,4,NA,NA,45.41017499,2.335805573,2.836274758,""
"R","Peter Lake",2013,175,2013-06-24,1,0.5,416.02695,2.19887,NA,NA,NA,""
"R","Peter Lake",2013,175,2013-06-24,7,12,NA,NA,-5.246020997,235.2971396,2.178247685,""
"L","Paul Lake",2013,176,2013-06-25,-1,NA,NA,NA,33.49684166,4.231883392,0.621223027,""
"L","Paul Lake",2013,176,2013-06-25,-2,4,NA,NA,28.87321178,0.804889427,0.808371918,""
"L","Paul Lake",2013,176,2013-06-25,1,0.5,283.45032,0.96007,NA,NA,NA,""
"L","Paul Lake",2013,176,2013-06-25,7,9,NA,NA,670.0850003,3.332664023,4.78332338,""
"R","Peter Lake",2013,176,2013-06-25,1,0.5,339.44829,0.80522,NA,NA,NA,""
"L","Paul Lake",2013,177,2013-06-26,1,0.5,276.26319,0.27873,NA,NA,NA,""
"R","Peter Lake",2013,177,2013-06-26,1,0.5,330.17367,1.05298,NA,NA,NA,""
"L","Paul Lake",2013,178,2013-06-27,1,0.5,302.93823,1.88917,NA,NA,NA,""
"R","Peter Lake",2013,178,2013-06-27,1,0.5,333.52206,5.01714,NA,NA,NA,""
"L","Paul Lake",2013,179,2013-06-28,1,0.5,394.92789,2.91118,NA,NA,NA,""
"R","Peter Lake",2013,179,2013-06-28,1,0.5,435.52887,2.29178,NA,NA,NA,""
"L","Paul Lake",2013,180,2013-06-29,1,0.5,271.06548,1.30074,NA,NA,NA,""
"R","Peter Lake",2013,180,2013-06-29,1,0.5,348.5688,1.70335,NA,NA,NA,""
"L","Paul Lake",2013,181,2013-06-30,1,0.5,269.94468,1.48656,NA,NA,NA,""
"R","Peter Lake",2013,181,2013-06-30,1,0.5,348.1485,0.74328,NA,NA,NA,""
"L","Paul Lake",2013,182,2013-07-01,1,0.5,253.67907,-0.18582,NA,NA,NA,""
"R","Peter Lake",2013,182,2013-07-01,-1,NA,NA,NA,36.72008666,8.225711529,0.83278522,""
"R","Peter Lake",2013,182,2013-07-01,-2,4,NA,NA,55.13838716,0.610336014,0.750282764,""
"R","Peter Lake",2013,182,2013-07-01,1,0.5,353.78052,2.97312,NA,NA,NA,""
"R","Peter Lake",2013,182,2013-07-01,7,12,NA,NA,796.127146,2.698662513,31.35974832,""
"L","Paul Lake",2013,183,2013-07-02,-1,NA,NA,NA,58.67547763,6.357345238,1.119488087,""
"L","Paul Lake",2013,183,2013-07-02,-2,4,NA,NA,35.23167071,0.878798553,0.806719839,""
"L","Paul Lake",2013,183,2013-07-02,1,0.5,291.60414,-0.18582,NA,NA,NA,""
"L","Paul Lake",2013,183,2013-07-02,7,9,NA,NA,380.7245856,3.998473278,1.200451828,""
"R","Peter Lake",2013,183,2013-07-02,1,0.5,361.99038,1.5485,NA,NA,NA,""
"L","Paul Lake",2013,184,2013-07-03,1,0.5,251.87178,-0.9291,NA,NA,NA,""
"R","Peter Lake",2013,184,2013-07-03,1,0.5,452.01864,9.75555,NA,NA,NA,""
"L","Paul Lake",2013,185,2013-07-04,1,0.5,267.78714,-0.74328,NA,NA,NA,""
"R","Peter Lake",2013,185,2013-07-04,1,0.5,328.36638,1.76529,NA,NA,NA,""
"L","Paul Lake",2013,186,2013-07-05,1,0.5,350.46015,0.89813,NA,NA,NA,""
"R","Peter Lake",2013,186,2013-07-05,1,0.5,351.80511,2.69439,NA,NA,NA,""
"L","Paul Lake",2013,187,2013-07-06,1,0.5,286.75668,-0.43358,NA,NA,NA,""
"R","Peter Lake",2013,187,2013-07-06,1,0.5,330.15966,2.41566,NA,NA,NA,""
"L","Paul Lake",2013,188,2013-07-07,1,0.5,338.60769,4.61453,NA,NA,NA,""
"R","Peter Lake",2013,188,2013-07-07,1,0.5,431.52201,3.00409,NA,NA,NA,""
"L","Paul Lake",2013,189,2013-07-08,1,0.5,290.24517,0.40261,NA,NA,NA,""
"R","Peter Lake",2013,189,2013-07-08,-1,NA,NA,NA,46.94864446,10.29940586,0.581983731,""
"R","Peter Lake",2013,189,2013-07-08,-2,4,NA,NA,31.94513644,0.610273082,1.15963764,""
"R","Peter Lake",2013,189,2013-07-08,1,0.5,346.48131,3.15894,NA,NA,NA,""
"R","Peter Lake",2013,189,2013-07-08,7,12,NA,NA,818.3600879,4.632622278,31.80468458,""
"L","Paul Lake",2013,190,2013-07-09,-1,NA,NA,NA,44.76744109,7.243586433,1.105417667,""
"L","Paul Lake",2013,190,2013-07-09,-2,4,NA,NA,33.36798414,1.317389145,0.784499572,""
"L","Paul Lake",2013,190,2013-07-09,1,0.5,280.14396,14.43202,NA,NA,NA,""
"L","Paul Lake",2013,190,2013-07-09,7,9,NA,NA,794.8148629,4.532352753,7.761908606,""
"R","Peter Lake",2013,190,2013-07-09,1,0.5,352.29546,2.1679,NA,NA,NA,""
"L","Paul Lake",2013,191,2013-07-10,1,0.5,269.11809,8.9813,NA,NA,NA,""
"R","Peter Lake",2013,191,2013-07-10,1,0.5,350.90847,2.7873,NA,NA,NA,""
"L","Paul Lake",2013,192,2013-07-11,1,0.5,310.22343,9.04324,NA,NA,NA,""
"R","Peter Lake",2013,192,2013-07-11,1,0.5,325.3122,7.03019,NA,NA,NA,""
"L","Paul Lake",2013,193,2013-07-12,1,0.5,333.50805,10.90144,NA,NA,NA,""
"R","Peter Lake",2013,193,2013-07-12,1,0.5,324.68175,12.26412,NA,NA,NA,""
"L","Paul Lake",2013,194,2013-07-13,1,0.5,281.25075,-1.82723,NA,NA,NA,""
"R","Peter Lake",2013,194,2013-07-13,1,0.5,398.52846,19.2014,NA,NA,NA,""
"L","Paul Lake",2013,195,2013-07-14,1,0.5,317.03229,8.88839,NA,NA,NA,""
"R","Peter Lake",2013,195,2013-07-14,1,0.5,391.10316,15.05142,NA,NA,NA,""
"L","Paul Lake",2013,196,2013-07-15,1,0.5,280.60629,6.56564,NA,NA,NA,""
"R","Peter Lake",2013,196,2013-07-15,-1,NA,NA,NA,31.32242081,0.505595256,0.435879102,""
"R","Peter Lake",2013,196,2013-07-15,-2,4,NA,NA,252.9570283,0.911984893,10.43050303,""
"R","Peter Lake",2013,196,2013-07-15,1,0.5,405.26727,17.3432,NA,NA,NA,""
"R","Peter Lake",2013,196,2013-07-15,7,12,NA,NA,743.8068887,3.157095333,30.46783425,""
"L","Paul Lake",2013,197,2013-07-16,-1,NA,NA,NA,31.53419112,1.126746767,0.823164305,""
"L","Paul Lake",2013,197,2013-07-16,-2,4,NA,NA,28.06463577,-0.090603894,0.91471271,""
"L","Paul Lake",2013,197,2013-07-16,1,0.5,280.59228,16.35216,NA,NA,NA,""
"L","Paul Lake",2013,197,2013-07-16,7,9,NA,NA,782.3656974,5.491771406,2.037493463,""
"R","Peter Lake",2013,197,2013-07-16,1,0.5,435.9912,18.82976,NA,NA,NA,""
"L","Paul Lake",2013,199,2013-07-18,1,0.5,289.95096,-2.75633,NA,NA,NA,""
"R","Peter Lake",2013,199,2013-07-18,1,0.5,320.88504,17.86969,NA,NA,NA,""
"L","Paul Lake",2013,200,2013-07-19,1,0.5,349.56351,-1.08395,NA,NA,NA,""
"R","Peter Lake",2013,200,2013-07-19,1,0.5,316.51392,9.69361,NA,NA,NA,""
"L","Paul Lake",2013,201,2013-07-20,1,0.5,280.29807,2.60148,NA,NA,NA,""
"R","Peter Lake",2013,201,2013-07-20,1,0.5,364.55421,19.38722,NA,NA,NA,""
"L","Paul Lake",2013,202,2013-07-21,1,0.5,285.6639,9.38391,NA,NA,NA,""
"R","Peter Lake",2013,202,2013-07-21,1,0.5,351.95922,16.07343,NA,NA,NA,""
"L","Paul Lake",2013,203,2013-07-22,1,0.5,257.40573,10.93241,NA,NA,NA,""
"R","Peter Lake",2013,203,2013-07-22,-1,NA,NA,NA,31.19629286,0.743640439,0.950720514,""
"R","Peter Lake",2013,203,2013-07-22,-2,4,NA,NA,26.84257482,0.493444696,1.013300801,""
"R","Peter Lake",2013,203,2013-07-22,1,0.5,380.72175,19.63498,NA,NA,NA,""
"R","Peter Lake",2013,203,2013-07-22,7,12,NA,NA,660.8403832,2.961761354,27.91405423,""
"L","Paul Lake",2013,204,2013-07-23,-1,NA,NA,NA,47.2991904,0.671117206,0.676470431,""
"L","Paul Lake",2013,204,2013-07-23,-2,4,NA,NA,19.64637165,0.387179953,0.635369798,""
"L","Paul Lake",2013,204,2013-07-23,1,0.5,291.53409,-4.05707,NA,NA,NA,""
"L","Paul Lake",2013,204,2013-07-23,7,9,NA,NA,399.047729,4.289355109,1.170768495,""
"R","Peter Lake",2013,204,2013-07-23,1,0.5,360.35121,15.08239,NA,NA,NA,""
"L","Paul Lake",2013,205,2013-07-24,1,0.5,288.92823,9.07421,NA,NA,NA,""
"R","Peter Lake",2013,205,2013-07-24,1,0.5,400.61595,6.78243,NA,NA,NA,""
"L","Paul Lake",2013,206,2013-07-25,1,0.5,278.25261,-4.52162,NA,NA,NA,""
"R","Peter Lake",2013,206,2013-07-25,1,0.5,427.94946,23.38235,NA,NA,NA,""
"L","Paul Lake",2013,207,2013-07-26,1,0.5,278.3787,-1.14589,NA,NA,NA,""
"R","Peter Lake",2013,207,2013-07-26,1,0.5,475.55544,12.88352,NA,NA,NA,""
"L","Paul Lake",2013,208,2013-07-27,1,0.5,298.04874,-0.09291,NA,NA,NA,""
"R","Peter Lake",2013,208,2013-07-27,1,0.5,497.74728,29.48344,NA,NA,NA,""
"L","Paul Lake",2013,209,2013-07-28,1,0.5,263.6682,1.36268,NA,NA,NA,""
"R","Peter Lake",2013,209,2013-07-28,1,0.5,465.77646,31.43455,NA,NA,NA,""
"L","Paul Lake",2013,210,2013-07-29,1,0.5,267.15669,10.37495,NA,NA,NA,""
"R","Peter Lake",2013,210,2013-07-29,-1,NA,NA,NA,43.07052713,9.481400349,0.882907953,""
"R","Peter Lake",2013,210,2013-07-29,-2,4,NA,NA,23.16795352,1.119673607,0.50722422,""
"R","Peter Lake",2013,210,2013-07-29,1,0.5,424.85325,17.86969,NA,NA,NA,""
"R","Peter Lake",2013,210,2013-07-29,7,12,NA,NA,937.1170591,2.223299907,52.84109171,""
"L","Paul Lake",2013,211,2013-07-30,-1,NA,NA,NA,25.72191842,0.759549053,2.394033057,""
"L","Paul Lake",2013,211,2013-07-30,-2,4,NA,NA,30.15907595,0.713709157,2.154823188,""
"L","Paul Lake",2013,211,2013-07-30,1,0.5,255.5424,10.62271,NA,NA,NA,""
"L","Paul Lake",2013,211,2013-07-30,7,9,NA,NA,925.548859,8.800152545,1.677908219,""
"R","Peter Lake",2013,211,2013-07-30,1,0.5,463.88511,28.67822,NA,NA,NA,""
"L","Paul Lake",2013,212,2013-07-31,1,0.5,235.80231,-4.80035,NA,NA,NA,""
"R","Peter Lake",2013,212,2013-07-31,1,0.5,420.84639,16.32119,NA,NA,NA,""
"L","Paul Lake",2013,214,2013-08-02,1,0.5,460.01835,24.93085,NA,NA,NA,""
"R","Peter Lake",2013,214,2013-08-02,1,0.5,402.59136,24.21854,NA,NA,NA,""
"L","Paul Lake",2013,215,2013-08-03,1,0.5,291.53409,1.48656,NA,NA,NA,""
"R","Peter Lake",2013,215,2013-08-03,1,0.5,338.92992,21.3693,NA,NA,NA,""
"L","Paul Lake",2013,216,2013-08-04,1,0.5,255.4023,21.02863,NA,NA,NA,""
"R","Peter Lake",2013,216,2013-08-04,1,0.5,351.03456,18.61297,NA,NA,NA,""
"L","Paul Lake",2013,217,2013-08-05,1,0.5,310.93794,16.87865,NA,NA,NA,""
"R","Peter Lake",2013,217,2013-08-05,-1,NA,NA,NA,22.97749901,2.67871602,0.742342176,""
"R","Peter Lake",2013,217,2013-08-05,-2,4,NA,NA,26.67057037,0.383149609,0.706863373,""
"R","Peter Lake",2013,217,2013-08-05,1,0.5,372.93219,25.92189,NA,NA,NA,""
"R","Peter Lake",2013,217,2013-08-05,7,12,NA,NA,974.3872819,2.770224424,55.19694735,""
"L","Paul Lake",2013,218,2013-08-06,-1,NA,NA,NA,38.69705387,1.482131847,0.626608683,""
"L","Paul Lake",2013,218,2013-08-06,-2,4,NA,NA,28.29164744,1.124098856,0.722509304,""
"L","Paul Lake",2013,218,2013-08-06,1,0.5,274.94625,11.27308,NA,NA,NA,""
"L","Paul Lake",2013,218,2013-08-06,7,9,NA,NA,742.1752141,5.521699606,1.612435633,""
